Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes	gene_set_db
KEGG_2021_Human	Olfactory transduction	21/440	7.00569835534749e-05	0.0166035051021735	0	0	2.783216300853946	26.624808220106708	OR10J1;OR52I2;OR6K2;OR10G4;OR6C74;ANO2;SLC8A1;OR2T33;OR2T4;OR10W1;OR7A5;OR4D10;OR4A47;OR8D4;OR6B3;OR7D4;OR6B2;OR4A15;OR3A2;OR5D14;OR2A25	KEGG_2021_Human
Reactome_2022	Olfactory Signaling Pathway R-HSA-381753	20/401	5.6967203887891344e-05	0.0254131309356679	0	0	2.912402520290151	28.46301125843644	OR10J1;OR52I2;OR6K2;OR10G4;OR6C74;ANO2;OR2T33;OR2T4;OR10W1;OR7A5;OR4D10;OR4A47;OR8D4;OR6B3;OR7D4;OR6B2;OR4A15;OR3A2;OR5D14;OR2A25	Reactome_2022
Reactome_2022	Sensory Perception R-HSA-9709957	26/616	7.741710682838607e-05	0.0254131309356679	0	0	2.460947363189025	23.296072873797133	OR10J1;OR6K2;PLB1;OR2T33;PCLO;OR10W1;GPC3;OR4A47;OR8D4;OR6B3;OR7D4;OR6B2;OR5D14;OR2A25;OR52I2;OR10G4;OR6C74;ABCA4;APOA4;HSPG2;ANO2;OR2T4;OR7A5;OR4D10;OR4A15;OR3A2	Reactome_2022
Reactome_2022	Non-integrin membrane-ECM Interactions R-HSA-3000171	6/41	9.577813166709008e-05	0.0254131309356679	0	0	9.306529481598734	86.11774878099027	LAMA5;LAMA1;NRXN1;DMD;ITGAV;HSPG2	Reactome_2022
Reactome_2022	Expression And Translocation Of Olfactory Receptors R-HSA-9752946	19/393	0.00013061060825379054	0.0259915110425043	0	0	2.811489642879095	25.14396753822781	OR10J1;OR52I2;OR6K2;OR10G4;OR6C74;OR2T33;OR2T4;OR10W1;OR7A5;OR4D10;OR4A47;OR8D4;OR6B3;OR7D4;OR6B2;OR4A15;OR3A2;OR5D14;OR2A25	Reactome_2022
KEGG_2021_Human	Dilated cardiomyopathy	8/96	0.000387827249207472	0.0459575290310854	0	0	4.949354266903013	38.87693302832153	LAMA1;TPM2;ITGAV;ADCY2;DMD;CACNA1F;SLC8A1;TTN	KEGG_2021_Human
