Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes	gene_set_db
KEGG_2021_Human	Bladder cancer	2/41	0.0004232945005062969	0.0148414019960186	0	0	78.68244575936883	611.161365521744	TP53;EGFR	KEGG_2021_Human
KEGG_2021_Human	Choline metabolism in cancer	2/98	0.0023937745154868	0.0148414019960186	0	0	31.873397435897434	192.3522518649985	TSC1;EGFR	KEGG_2021_Human
KEGG_2021_Human	Prostate cancer	2/97	0.0023459367198198	0.0148414019960186	0	0	32.21052631578947	195.03700777322305	TP53;EGFR	KEGG_2021_Human
KEGG_2021_Human	PI3K-Akt signaling pathway	3/354	0.0021358186654502	0.0148414019960186	0	0	13.984330484330483	85.98832321590277	TSC1;TP53;EGFR	KEGG_2021_Human
KEGG_2021_Human	Colorectal cancer	2/86	0.0018503664133103	0.0148414019960186	0	0	36.44871794871795	229.34887761330484	TP53;EGFR	KEGG_2021_Human
KEGG_2021_Human	Human papillomavirus infection	3/331	0.0017631588406632	0.0148414019960186	0	0	14.982469512195122	94.9985695849346	TSC1;TP53;EGFR	KEGG_2021_Human
KEGG_2021_Human	Pancreatic cancer	2/76	0.0014490874335407	0.0148414019960186	0	0	41.3950103950104	270.59178470578604	TP53;EGFR	KEGG_2021_Human
KEGG_2021_Human	Amyotrophic lateral sclerosis	3/364	0.00231206078161	0.0148414019960186	0	0	13.590027700831024	82.48625010197594	GRIA2;DNAH2;TP53	KEGG_2021_Human
KEGG_2021_Human	Huntington disease	3/306	0.0014078276019998	0.0148414019960186	0	0	16.239273927392738	106.62232214064892	GRIA2;DNAH2;TP53	KEGG_2021_Human
KEGG_2021_Human	Non-small cell lung cancer	2/72	0.0013018543244986	0.0148414019960186	0	0	43.76923076923077	290.8012647685607	TP53;EGFR	KEGG_2021_Human
KEGG_2021_Human	Melanoma	2/72	0.0013018543244986	0.0148414019960186	0	0	43.76923076923077	290.8012647685607	TP53;EGFR	KEGG_2021_Human
KEGG_2021_Human	Central carbon metabolism in cancer	2/70	0.0012311035751016	0.0148414019960186	0	0	45.06108597285068	301.902259841425	TP53;EGFR	KEGG_2021_Human
KEGG_2021_Human	Endometrial cancer	2/58	0.0008470439593569769	0.0148414019960186	0	0	54.75	387.2882485613963	TP53;EGFR	KEGG_2021_Human
KEGG_2021_Human	Human cytomegalovirus infection	3/225	0.0005784445544536656	0.0148414019960186	0	0	22.25563063063063	165.91946217182482	TSC1;TP53;EGFR	KEGG_2021_Human
KEGG_2021_Human	Glioma	2/75	0.0014115643037611	0.0148414019960186	0	0	41.964172813487885	275.41324782087395	TP53;EGFR	KEGG_2021_Human
KEGG_2021_Human	Longevity regulating pathway	2/102	0.002589735528569	0.0150528377598076	0	0	30.59230769230769	182.21388842339516	TSC1;TP53	KEGG_2021_Human
KEGG_2021_Human	Gastric cancer	2/149	0.005431934438354	0.0265878896193118	0	0	20.761904761904763	108.28288294418904	TP53;EGFR	KEGG_2021_Human
KEGG_2021_Human	Breast cancer	2/147	0.0052911761374647	0.0265878896193118	0	0	21.05039787798409	110.34018053677076	TP53;EGFR	KEGG_2021_Human
KEGG_2021_Human	Phospholipase D signaling pathway	2/148	0.005361339763639	0.0265878896193118	0	0	20.905163329820866	109.3035115095383	TSC1;EGFR	KEGG_2021_Human
KEGG_2021_Human	Cellular senescence	2/156	0.0059381164344082	0.0266251827921795	0	0	19.81118881118881	101.55935114166031	TSC1;TP53	KEGG_2021_Human
KEGG_2021_Human	Hepatitis C	2/157	0.0060121380498469	0.0266251827921795	0	0	19.68238213399504	100.65520712237644	TP53;EGFR	KEGG_2021_Human
KEGG_2021_Human	Pathways in cancer	3/531	0.0066732313958095	0.027715381826556	0	0	9.212594696969695	46.15188487408502	PIM2;TP53;EGFR	KEGG_2021_Human
KEGG_2021_Human	Hepatocellular carcinoma	2/168	0.0068543417420515	0.027715381826556	0	0	18.36793327154773	91.5250787009994	TP53;EGFR	KEGG_2021_Human
KEGG_2021_Human	Transcriptional misregulation in cancer	2/192	0.0088668877448714	0.034359190011377	0	0	16.02834008097166	75.74082180568841	SIX1;TP53	KEGG_2021_Human
KEGG_2021_Human	Proteoglycans in cancer	2/205	0.0100550011805427	0.0374046043916189	0	0	14.992042440318302	68.95867480622962	TP53;EGFR	KEGG_2021_Human
