Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes	gene_set_db
Reactome_2022	Sensory Perception R-HSA-9709957	46/616	7.015678627509252e-08	6.286048050248289e-05	0	0	2.5842434023730534	42.56903548949573	OR10J1;OR8G1;OR11L1;OR8K3;RTP2;OR6K2;OR51D1;PCDH15;OR2M4;OR9Q1;CACNA1D;LDB2;OR10AG1;OR2T34;GRM1;OR8U1;OR5H15;PCLO;KCNMB1;OR2AG2;XIRP2;OTOF;KCNN2;OR5B12;OR7D4;BSN;SPTAN1;OR5D14;OR5D13;OR4B1;OR4D2;OR5F1;OR8J1;OR14A16;OR6C76;OR1F1;OR5L1;MSN;OR4N2;OR10Q1;OR5T3;MYO3B;OR10G7;OR56A4;KIF20B;OR56A3	Reactome_2022
Reactome_2022	Expression And Translocation Of Olfactory Receptors R-HSA-9752946	33/393	3.8923581936292877e-07	0.00017437764707459204	0	0	2.9038472222222222	42.85811478924792	OR10J1;OR8G1;OR11L1;OR8K3;RTP2;OR6K2;OR51D1;OR2M4;OR9Q1;LDB2;OR10AG1;OR2T34;OR8U1;OR5H15;OR2AG2;OR5B12;OR7D4;OR5D14;OR5D13;OR4B1;OR4D2;OR5F1;OR8J1;OR14A16;OR6C76;OR1F1;OR5L1;OR4N2;OR10Q1;OR5T3;OR10G7;OR56A4;OR56A3	Reactome_2022
Reactome_2022	Olfactory Signaling Pathway R-HSA-381753	33/401	6.138923291037742e-07	0.00018334917562566055	0	0	2.839524456521739	40.61498553579951	OR10J1;OR8G1;OR11L1;OR8K3;RTP2;OR6K2;OR51D1;OR2M4;OR9Q1;LDB2;OR10AG1;OR2T34;OR8U1;OR5H15;OR2AG2;OR5B12;OR7D4;OR5D14;OR5D13;OR4B1;OR4D2;OR5F1;OR8J1;OR14A16;OR6C76;OR1F1;OR5L1;OR4N2;OR10Q1;OR5T3;OR10G7;OR56A4;OR56A3	Reactome_2022
Reactome_2022	Sensory Processing Of Sound R-HSA-9659379	12/75	3.844447531965248e-06	0.0008611562471602155	0	0	5.921018326815428	73.82847084426315	PCLO;MYO3B;KCNMB1;PCDH15;OTOF;XIRP2;MSN;CACNA1D;KCNN2;BSN;KIF20B;SPTAN1	Reactome_2022
KEGG_2021_Human	Olfactory transduction	33/440	4.661078982678725e-06	0.0011978972985484	0	0	2.562162162162162	31.453778076557587	OR10J1;OR8G1;OR11L1;OR8K3;PDE1C;OR6K2;OR51D1;OR2M4;OR9Q1;OR10AG1;OR2T34;SLC8A1;OR8U1;OR5H15;OR2AG2;OR5B12;OR7D4;OR5D14;OR5D13;OR4B1;OR4D2;OR5F1;OR8J1;OR14A16;OR6C76;OR1F1;OR5L1;OR4N2;OR10Q1;OR5T3;OR10G7;OR56A4;OR56A3	KEGG_2021_Human
KEGG_2021_Human	Axon guidance	17/182	6.990528971011881e-05	0.0055783736534151	0	0	3.2116686343959078	30.73043135819859	EPHB6;SEMA5A;UNC5A;DCC;SEMA3D;SEMA6D;NFATC3;PIK3CB;SSH2;RGS3;EFNA2;SMO;PIK3CA;ABLIM3;SLIT2;LRRC4C;PAK3	KEGG_2021_Human
KEGG_2021_Human	Insulin secretion	11/86	8.311791911604389e-05	0.0055783736534151	0	0	4.549024651661307	42.7392249784133	RIMS2;CHRM3;RYR2;PCLO;ABCC8;KCNMB1;ATP1A4;GNAS;CACNA1D;KCNN2;CACNA1C	KEGG_2021_Human
KEGG_2021_Human	Type II diabetes mellitus	8/46	8.682293623992408e-05	0.0055783736534151	0	0	6.510821052631579	60.88685282295163	PIK3CA;IRS1;ABCC8;CACNA1D;CACNA1C;PIK3CB;CACNA1E;MTOR	KEGG_2021_Human
Reactome_2022	Sensory Processing Of Sound By Inner Hair Cells Of Cochlea R-HSA-9662360	10/67	4.581557648006051e-05	0.0082101513052268	0	0	5.43775168257723	54.327959478021874	PCLO;MYO3B;KCNMB1;PCDH15;OTOF;XIRP2;MSN;CACNA1D;BSN;SPTAN1	Reactome_2022
Reactome_2022	Protein-protein Interactions At Synapses R-HSA-6794362	11/88	0.00010271434101753804	0.0153386749252856	0	0	4.430408819476344	40.686919949904095	GRIA1;PTPRD;GRIN2A;SLITRK1;NRXN1;SLITRK4;SLITRK3;APBA1;DLGAP3;GRM1;GRIA3	Reactome_2022
KEGG_2021_Human	Protein digestion and absorption	11/103	0.000417755486836643	0.0214726320234034	0	0	3.7051761498671887	28.82854637381925	CPB2;COL14A1;MEP1A;COL5A3;COL11A1;COL22A1;COL5A2;COL20A1;ATP1A4;COL6A6;SLC8A1	KEGG_2021_Human
Reactome_2022	Sensory Processing Of Sound By Outer Hair Cells Of Cochlea R-HSA-9662361	8/53	0.00024281109295730456	0.0310798198985349	0	0	5.496035555555555	45.74475049674697	MYO3B;KCNMB1;PCDH15;XIRP2;MSN;KCNN2;KIF20B;SPTAN1	Reactome_2022
Reactome_2022	Extracellular Matrix Organization R-HSA-1474244	21/291	0.0004122348497066765	0.0423856974091619	0	0	2.4269970951343502	18.91581476199432	ITGAM;LAMB3;COL14A1;LAMC3;MMP1;LAMA1;COL11A1;COL22A1;NRXN1;BCAN;VCAN;CAPN11;TNN;CTSK;COL5A3;COL5A2;KDR;SERPINH1;COL20A1;ITGB8;COL6A6	Reactome_2022
Reactome_2022	Collagen Chain Trimerization R-HSA-8948216	7/44	0.00042574919272595727	0.0423856974091619	0	0	5.8418962093083495	45.34281291794116	COL14A1;COL11A1;COL22A1;COL5A3;COL5A2;COL20A1;COL6A6	Reactome_2022
