Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes	gene_set_db
Reactome_2022	Extracellular Matrix Organization R-HSA-1474244	52/291	2.8735472545103106e-12	3.7902088286991e-09	0	0	3.4257153318663507	91.04000829549516	SPARC;ITGB5;COL14A1;LAMC3;COL12A1;ITGAL;HAPLN1;ADAMTS5;ADAMTS2;ADAMTS3;ADAMTS1;KDR;ITGAX;ADAMTS9;COL27A1;MUSK;DST;ITGA4;COL25A1;PRSS58;MMP9;MMP12;ADAM19;BCAN;ADAM17;VCAN;MMP16;COL4A2;COL6A2;COL6A3;DDR2;PLEC;LAMA1;COL11A1;LAMA4;NRXN1;FBLN1;FURIN;ADAMTS18;SPOCK3;DMD;COL28A1;COL22A1;BMP4;COL1A2;COL5A1;COL5A2;ITGA11;COL9A1;COL20A1;TLL1;FGF13	Reactome_2022
Reactome_2022	Expression And Translocation Of Olfactory Receptors R-HSA-9752946	59/393	1.6595623238673758e-10	5.4724067629526724e-08	0	0	2.783619939607964	62.685164218223264	OR8I2;OR1C1;OR2M3;OR2M2;LDB2;OR52N5;OR2T12;OR2T10;OR5W2;OR1S2;OR5B12;OR5D14;OR2D3;OR5F1;OR2L8;OR52E4;OR5AS1;OR13G1;OR11G2;OR14I1;OR1J2;OR2L3;OR4P4;OR2T4;OR10Z1;OR6X1;OR2T1;OR4X1;OR51T1;OR2AT4;OR4C6;OR56A4;OR4C16;OR13C2;OR13C5;OR4A16;OR8G1;OR8K5;OR9I1;OR2G2;OR1Q1;OR51S1;OR4A47;OR12D2;OR2A25;OR4C46;OR5H6;OR6F1;OR14K1;OR10G4;OR2J3;OR52K1;OR6V1;OR4F15;OR10G8;OR2A5;OR51A7;OR7E24;OR2A2	Reactome_2022
Reactome_2022	Sensory Perception R-HSA-9709957	80/616	1.5720150534878328e-10	5.4724067629526724e-08	0	0	2.3687047789771767	53.46993994187531	OR8I2;OR1C1;OR2M3;SDR9C7;OR2M2;LDB2;OR52N5;OR2T12;OR2T10;PLB1;OR5W2;OR1S2;PCLO;SCN9A;OR5B12;OR5D14;OR2D3;OR5F1;OR2L8;OR52E4;OR5AS1;OR13G1;OR11G2;OR14I1;OR1J2;OR2L3;OR4P4;OR2T4;OR10Z1;SCNN1G;OR6X1;OR2T1;OR4X1;KCNMA1;OR51T1;OR2AT4;OR4C6;OR56A4;OR4C16;OR13C2;OR13C5;OR4A16;OR8G1;OR8K5;OR9I1;OR2G2;PCDH15;ITPR3;LRP2;ADCY8;OR1Q1;OR51S1;OR4A47;XIRP2;OR12D2;PDE6A;APOB;KCNJ2;OR2A25;OR4C46;OR5H6;OR6F1;OR14K1;OR10G4;ABCA4;OR2J3;RDX;OR52K1;OTOGL;OR6V1;MYO1E;OR4F15;GNB3;OR10G8;SCN2A;OR2A5;LRP12;OR51A7;OR7E24;OR2A2	Reactome_2022
Reactome_2022	Olfactory Signaling Pathway R-HSA-381753	60/401	1.3300530641252307e-10	5.4724067629526724e-08	0	0	2.7740079121187877	63.08269334608481	OR8I2;OR1C1;OR2M3;OR2M2;LDB2;OR52N5;OR2T12;OR2T10;OR5W2;OR1S2;OR5B12;OR5D14;OR2D3;OR5F1;OR2L8;OR52E4;OR5AS1;OR13G1;OR11G2;OR14I1;OR1J2;OR2L3;OR4P4;OR2T4;OR10Z1;OR6X1;OR2T1;OR4X1;OR51T1;OR2AT4;OR4C6;OR56A4;OR4C16;OR13C2;OR13C5;OR4A16;OR8G1;OR8K5;OR9I1;OR2G2;ADCY8;OR1Q1;OR51S1;OR4A47;OR12D2;OR2A25;OR4C46;OR5H6;OR6F1;OR14K1;OR10G4;OR2J3;OR52K1;OR6V1;OR4F15;OR10G8;OR2A5;OR51A7;OR7E24;OR2A2	Reactome_2022
KEGG_2021_Human	Olfactory transduction	63/440	2.9335920624604195e-10	8.74210434613205e-08	0	0	2.636190744843965	57.863393790742215	OR8I2;OR1C1;OR11H12;OR2M3;OR2M2;OR52N5;OR2T12;SLC8A1;OR2T10;OR5W2;OR1S2;PRKG2;CNGA3;OR5B12;OR5D14;OR2D3;OR5F1;OR2L8;OR52E4;OR5AS1;OR13G1;OR11G2;OR14I1;OR1J2;OR2L3;OR4P4;OR2T4;OR10Z1;OR6X1;OR2T1;OR4X1;OR51T1;OR2AT4;OR4C6;OR56A4;OR4C16;OR13C2;OR13C5;OR4A16;OR8G1;OR8K5;OR9I1;PDE1B;OR2G2;OR1Q1;OR51S1;OR4A47;OR12D2;OR2A25;OR4C46;OR5H6;OR6F1;OR14K1;OR10G4;OR2J3;OR52K1;OR6V1;OR4F15;OR10G8;OR2A5;OR51A7;OR7E24;OR2A2	KEGG_2021_Human
Reactome_2022	Collagen Formation R-HSA-1474290	22/90	1.7542206273307584e-08	4.6276340148985405e-06	0	0	5.013231638968761	89.52957965292767	COL28A1;COL27A1;DST;COL14A1;COL25A1;COL11A1;LAMA4;COL22A1;COL12A1;MMP9;ADAMTS2;ADAMTS3;COL1A2;COL4A2;COL5A1;COL6A2;COL5A2;COL20A1;COL9A1;COL6A3;TLL1;PLEC	Reactome_2022
Reactome_2022	Collagen Chain Trimerization R-HSA-8948216	15/44	2.6184903678681928e-08	5.756314658696911e-06	0	0	7.985286598875191	139.4077945267856	COL28A1;COL27A1;COL14A1;COL25A1;COL11A1;COL22A1;COL12A1;COL1A2;COL4A2;COL5A1;COL6A2;COL5A2;COL20A1;COL9A1;COL6A3	Reactome_2022
Reactome_2022	Collagen Biosynthesis And Modifying Enzymes R-HSA-1650814	18/67	7.241854019057539e-08	1.3645722073052704e-05	0	0	5.679165472960448	93.3700435301648	COL28A1;COL27A1;COL14A1;COL25A1;COL11A1;COL22A1;COL12A1;ADAMTS2;ADAMTS3;COL1A2;COL4A2;COL5A1;COL6A2;COL5A2;COL20A1;COL9A1;COL6A3;TLL1	Reactome_2022
Reactome_2022	Assembly Of Collagen Fibrils And Other Multimeric Structures R-HSA-2022090	14/57	6.459437318421809e-06	0.0010649997278747	0	0	5.018508948224711	59.97102307728441	COL27A1;DST;COL11A1;LAMA4;MMP9;COL1A2;COL4A2;COL5A1;COL6A2;COL5A2;COL9A1;COL6A3;TLL1;PLEC	Reactome_2022
Reactome_2022	Defective B3GALTL Causes PpS R-HSA-5083635	10/37	5.594335849818451e-05	0.008198809984345	0	0	5.695014128156048	55.76085623358079	ADAMTS5;ADAMTS2;ADAMTS3;ADAMTS1;ADAMTS18;B3GLCT;THSD7A;ADAMTS12;ADAMTS9;ADAMTS7	Reactome_2022
Reactome_2022	O-glycosylation Of TSR Domain-Containing Proteins R-HSA-5173214	10/38	7.1771288714466e-05	0.009466632981438	0	0	5.49132778624165	52.39839273330209	ADAMTS5;ADAMTS2;ADAMTS3;ADAMTS1;ADAMTS18;B3GLCT;THSD7A;ADAMTS12;ADAMTS9;ADAMTS7	Reactome_2022
Reactome_2022	Other Semaphorin Interactions R-HSA-416700	7/19	8.510658175411842e-05	0.0102050528485165	0	0	8.954787234042554	83.92073941863634	PTPRC;SEMA4D;SEMA6D;PLXNA2;PLXNA1;PLXNC1;PLXNA4	Reactome_2022
KEGG_2021_Human	ECM-receptor interaction	16/88	8.146757713586996e-05	0.0121386689932446	0	0	3.425666391865897	32.25369542669367	ITGB5;ITGA4;LAMC3;LAMA1;LAMA4;LAMB4;TNC;RELN;COL1A2;COL4A2;COL6A2;ITGA11;COL9A1;COL6A3;FREM1;FREM2	KEGG_2021_Human
Reactome_2022	Degradation Of Extracellular Matrix R-HSA-1474228	18/109	0.0001108279310231995	0.0121818367516333	0	0	3.0511519859166434	27.788463525924165	COL14A1;COL25A1;LAMA4;COL12A1;FURIN;PRSS58;MMP9;MMP12;BCAN;ADAMTS5;ADAM17;MMP16;ADAMTS1;ADAMTS18;SPOCK3;COL9A1;TLL1;ADAMTS9	Reactome_2022
KEGG_2021_Human	Protein digestion and absorption	17/103	0.00017136760469803493	0.0166220298625085	0	0	3.0474806201550386	26.42683639483909	COL28A1;CELA3B;COL27A1;COL14A1;COL25A1;COL11A1;COL22A1;COL12A1;SLC8A1;COL1A2;COL4A2;COL5A1;COL6A2;COL5A2;COL20A1;COL9A1;COL6A3	KEGG_2021_Human
KEGG_2021_Human	Arrhythmogenic right ventricular cardiomyopathy	14/77	0.0002231144947987728	0.0166220298625085	0	0	3.421673525377229	28.76883388058468	RYR2;ITGB5;ITGA4;LAMA1;LEF1;SLC8A1;CDH2;ITGA11;PKP2;DSG2;CTNNA3;DMD;CACNG3;DSC2	KEGG_2021_Human
