Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes	gene_set_db
Reactome_2022	Olfactory Signaling Pathway R-HSA-381753	11/401	9.182107155131788e-07	0.00016206419128807608	0	0	7.544292237442923	104.87199127178984	OR6F1;OR1S2;OR2AK2;OR1S1;OR52E4;OR2W3;OR2L3;OR2A12;OR4D10;OR4D5;OR51L1	Reactome_2022
Reactome_2022	Expression And Translocation Of Olfactory Receptors R-HSA-9752946	11/393	7.536637191294007e-07	0.00016206419128807608	0	0	7.705443591766477	108.6338061412094	OR6F1;OR1S2;OR2AK2;OR1S1;OR52E4;OR2W3;OR2L3;OR2A12;OR4D10;OR4D5;OR51L1	Reactome_2022
KEGG_2021_Human	Olfactory transduction	11/440	2.2617742885031016e-06	0.00032569549754444665	0	0	6.844748858447488	88.97736115508364	OR6F1;OR1S2;OR2AK2;OR1S1;OR52E4;OR2W3;OR2L3;OR2A12;OR4D10;OR4D5;OR51L1	KEGG_2021_Human
KEGG_2021_Human	Prostate cancer	5/97	5.51497971576556e-05	0.0039707853953512	0	0	13.6378646119978	133.72550171118218	IKBKB;PTEN;CTNNB1;EGFR;MTOR	KEGG_2021_Human
Reactome_2022	Sensory Perception R-HSA-9709957	11/616	5.233233406313818e-05	0.0061577713080959	0	0	4.809713574097136	47.41365685640328	OR6F1;OR1S2;OR2AK2;OR1S1;OR52E4;OR2W3;OR2L3;OR2A12;OR4D10;OR4D5;OR51L1	Reactome_2022
KEGG_2021_Human	Pathways in cancer	9/531	0.0003851164930640595	0.0139659457533599	0	0	4.458390804597701	35.05171108022298	IKBKB;LAMA2;PTEN;XIAP;CTNNB1;EGFR;MTOR;LRP6;GLI2	KEGG_2021_Human
KEGG_2021_Human	Breast cancer	5/147	0.0003879429375933333	0.0139659457533599	0	0	8.813513995364593	69.22708795022695	PTEN;CTNNB1;EGFR;MTOR;LRP6	KEGG_2021_Human
KEGG_2021_Human	PD-L1 expression and PD-1 checkpoint pathway in cancer	4/89	0.0005388487505610017	0.0146536628434724	0	0	11.66529411764706	87.79388586470594	IKBKB;PTEN;EGFR;MTOR	KEGG_2021_Human
KEGG_2021_Human	Small cell lung cancer	4/92	0.0006107969169241847	0.0146536628434724	0	0	11.26590909090909	83.37613200406992	IKBKB;LAMA2;PTEN;XIAP	KEGG_2021_Human
KEGG_2021_Human	Hepatocellular carcinoma	5/168	0.0007123308326687995	0.0146536628434724	0	0	7.669876524035101	55.58335051477359	PTEN;CTNNB1;EGFR;MTOR;LRP6	KEGG_2021_Human
Reactome_2022	Disassembly Of Destruction Complex And Recruitment Of AXIN To Membrane R-HSA-4641262	3/29	0.00024133209410191016	0.0212975573044935	0	0	28.33333333333333	235.99787002723943	AMER1;CTNNB1;LRP6	Reactome_2022
Reactome_2022	Signaling By WNT In Cancer R-HSA-4791275	3/33	0.00035600882615022245	0.0239989147777703	0	0	24.55061728395062	194.945527683063	AMER1;CTNNB1;LRP6	Reactome_2022
Reactome_2022	Diseases Of Signal Transduction By Growth Factor Receptors And Second Messengers R-HSA-5663202	8/424	0.0004079135656278248	0.0239989147777703	0	0	4.934210526315789	38.50882527115797	AMER1;PTEN;TRIP11;CTNNB1;HDAC9;EGFR;MTOR;LRP6	Reactome_2022
KEGG_2021_Human	Focal adhesion	5/201	0.001583682127427	0.0285062782936876	0	0	6.367863601136658	41.06000158420051	LAMA2;PTEN;XIAP;CTNNB1;EGFR	KEGG_2021_Human
KEGG_2021_Human	Endometrial cancer	3/58	0.0018669309787213	0.0298708956595416	0	0	13.374410774410777	84.03756688847375	PTEN;CTNNB1;EGFR	KEGG_2021_Human
Reactome_2022	Regulation Of PTEN Localization R-HSA-8948747	2/9	0.0006155963022339123	0.0310436420983672	0	0	69.36933797909407	512.8419080553617	PTEN;XIAP	Reactome_2022
KEGG_2021_Human	Pancreatic cancer	3/76	0.0040291757164982	0.0316795632490117	0	0	10.067478437341451	55.51402376586398	IKBKB;EGFR;MTOR	KEGG_2021_Human
KEGG_2021_Human	mTOR signaling pathway	4/154	0.0040473548078813	0.0316795632490117	0	0	6.588666666666667	36.30152234458161	IKBKB;PTEN;MTOR;LRP6	KEGG_2021_Human
KEGG_2021_Human	Arrhythmogenic right ventricular cardiomyopathy	3/77	0.0041799423731334	0.0316795632490117	0	0	9.93093093093093	54.39625527630745	CACNG8;LAMA2;CTNNB1	KEGG_2021_Human
KEGG_2021_Human	Shigellosis	5/246	0.0037911849089432	0.0316795632490117	0	0	5.167025579074531	28.806563748173804	IKBKB;H3C8;WIPI1;EGFR;MTOR	KEGG_2021_Human
KEGG_2021_Human	Gastric cancer	4/149	0.0035984400380263	0.0316795632490117	0	0	6.817586206896552	38.36429504942861	CTNNB1;EGFR;MTOR;LRP6	KEGG_2021_Human
KEGG_2021_Human	Central carbon metabolism in cancer	3/70	0.0031944789516889	0.0316795632490117	0	0	10.972360420121614	63.05081797290957	PTEN;EGFR;MTOR	KEGG_2021_Human
KEGG_2021_Human	Human papillomavirus infection	6/331	0.0027045382219442	0.0316795632490117	0	0	4.636923076923077	27.41731049140174	IKBKB;LAMA2;PTEN;CTNNB1;EGFR;MTOR	KEGG_2021_Human
KEGG_2021_Human	Human cytomegalovirus infection	5/225	0.0025881850465318	0.0316795632490117	0	0	5.666283084004603	33.752906026585954	IKBKB;AKAP13;CTNNB1;EGFR;MTOR	KEGG_2021_Human
KEGG_2021_Human	Glioma	3/75	0.0038817773858039	0.0316795632490117	0	0	10.207818930041151	56.668320333460265	PTEN;EGFR;MTOR	KEGG_2021_Human
KEGG_2021_Human	PI3K-Akt signaling pathway	6/354	0.0037617629824586	0.0316795632490117	0	0	4.325375773651635	24.14800006192651	IKBKB;PHLPP1;LAMA2;PTEN;EGFR;MTOR	KEGG_2021_Human
KEGG_2021_Human	Colorectal cancer	3/86	0.0056920348584665	0.0409826509809589	0	0	8.850066934404284	45.74323011373672	CTNNB1;EGFR;MTOR	KEGG_2021_Human
