Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes	gene_set_db
KEGG_2021_Human	Protein digestion and absorption	17/103	2.732399853498517e-09	6.721703639606353e-07	0	0	7.223321632294867	142.4300738768269	CPA3;CELA3A;CPA1;MME;COL25A1;COL11A1;COL22A1;ATP1B1;DPP4;COL1A1;COL3A1;COL5A3;COL4A3;COL5A2;COL4A5;COL6A3;COL6A5	KEGG_2021_Human
Reactome_2022	Collagen Chain Trimerization R-HSA-8948216	11/44	1.9614527039550872e-08	1.8319968254940515e-05	0	0	12.077114427860696	214.33249383127597	COL1A1;COL3A1;COL25A1;COL11A1;COL22A1;COL5A3;COL4A3;COL5A2;COL4A5;COL6A3;COL6A5	Reactome_2022
Reactome_2022	Sensory Perception R-HSA-9709957	41/616	1.620175253585097e-07	7.566218434242402e-05	0	0	2.660244028183537	41.59440864569298	OR2C3;OR5M8;OR5K4;OR5K1;PCDH15;GUCY2F;LRRC52;OR2T33;OR1Q1;PCLO;OR51Q1;OR2W1;SCN9A;OR56B1;OR4A47;OR13F1;XIRP2;OR5B12;GPC5;CNGA4;OR6B3;GPC4;APOB;OR5B3;OR5D14;OR2D3;OR5H1;OR5L2;CASK;OR10Q1;OR2T6;OR52M1;OR13C8;RBP3;OR4K13;OR52E8;KCNQ4;OR4A5;OR2A7;OR4C6;OR4A15	Reactome_2022
Reactome_2022	Protein-protein Interactions At Synapses R-HSA-6794362	13/88	7.651196128398805e-07	0.00023820723946414943	0	0	6.289987515605493	88.58336389250803	RTN3;NLGN4X;NRXN1;CASK;GRIN2D;LRRTM4;SLITRK1;IL1RAPL2;EPB41L2;GRIA3;DLGAP4;PPFIA2;SHANK1	Reactome_2022
Reactome_2022	Collagen Biosynthesis And Modifying Enzymes R-HSA-1650814	11/67	1.861147575455696e-06	0.0004038457955922505	0	0	7.108442164179104	93.79104131226468	COL1A1;COL3A1;COL25A1;COL11A1;COL22A1;COL5A3;COL4A3;COL5A2;COL4A5;COL6A3;COL6A5	Reactome_2022
Reactome_2022	Olfactory Signaling Pathway R-HSA-381753	29/401	2.1619153939627968e-06	0.0004038457955922505	0	0	2.871616432100303	37.45884641611557	OR2C3;OR5M8;OR5K4;OR5K1;OR2T33;OR1Q1;OR51Q1;OR2W1;OR56B1;OR4A47;OR13F1;OR5B12;CNGA4;OR6B3;OR5B3;OR5D14;OR2D3;OR5H1;OR5L2;OR10Q1;OR2T6;OR52M1;OR13C8;OR4K13;OR52E8;OR4A5;OR2A7;OR4C6;OR4A15	Reactome_2022
Reactome_2022	Expression And Translocation Of Olfactory Receptors R-HSA-9752946	28/393	4.303053397067161e-06	0.0006698419788101214	0	0	2.8213582495315017	34.86122644310522	OR2C3;OR5M8;OR5K4;OR5K1;OR2T33;OR1Q1;OR51Q1;OR2W1;OR56B1;OR4A47;OR13F1;OR5B12;OR6B3;OR5B3;OR5D14;OR2D3;OR5H1;OR5L2;OR10Q1;OR2T6;OR52M1;OR13C8;OR4K13;OR52E8;OR4A5;OR2A7;OR4C6;OR4A15	Reactome_2022
KEGG_2021_Human	Olfactory transduction	29/440	1.2986080939908033e-05	0.0015972879556086	0	0	2.5938148784864112	29.184651710640026	OR2C3;OR5M8;OR5K4;OR5K1;OR2T33;OR1Q1;OR51Q1;OR2W1;OR56B1;OR4A47;OR13F1;OR5B12;CNGA4;OR6B3;OR5B3;OR5D14;OR2D3;OR5H1;OR5L2;OR10Q1;OR2T6;OR52M1;OR13C8;OR4K13;OR52E8;OR4A5;OR2A7;OR4C6;OR4A15	KEGG_2021_Human
Reactome_2022	Assembly Of Collagen Fibrils And Other Multimeric Structures R-HSA-2022090	9/57	2.240132322022176e-05	0.0029215300140843	0	0	6.762894981412639	72.40619477434909	COL1A1;COL3A1;COL11A1;COL5A3;COL4A3;COL5A2;COL4A5;COL6A3;COL6A5	Reactome_2022
Reactome_2022	Neuronal System R-HSA-112316	26/386	2.502381168380633e-05	0.0029215300140843	0	0	2.646715717637022	28.04375999161264	GABRB3;RTN3;NRXN1;KCNA4;GNG2;SLITRK1;LRRTM4;ERBB4;EPB41L2;GRIA3;DLGAP4;PPFIA2;PRKCG;KCNJ4;SLC38A1;NLGN4X;KCND2;GABRA6;KCNJ12;CASK;KCNK18;GRIN2D;LRRC7;IL1RAPL2;KCNQ4;SHANK1	Reactome_2022
Reactome_2022	Collagen Formation R-HSA-1474290	11/90	3.4197532370278223e-05	0.003548943914871	0	0	5.032920838843756	51.75532208792851	COL1A1;COL3A1;COL25A1;COL11A1;COL22A1;COL5A3;COL4A3;COL5A2;COL4A5;COL6A3;COL6A5	Reactome_2022
Reactome_2022	Neurexins And Neuroligins R-HSA-6794361	8/57	0.00015114118946349023	0.0141165870958899	0	0	5.877551020408164	51.70655683664904	NLGN4X;LRRTM4;NRXN1;EPB41L2;CASK;DLGAP4;SHANK1;GRIN2D	Reactome_2022
Reactome_2022	RUNX1 Interacts With Co-Factors Whose Precise Effect On RUNX1 Targets Is Not Known R-HSA-8939243	6/35	0.0003364353895708659	0.028566423078108	0	0	7.428389317356109	59.405605151274	ARID2;ARID1A;ARID1B;SMARCA2;RNF2;SMARCA4	Reactome_2022
