Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes	gene_set_db
Reactome_2022	Assembly Of Collagen Fibrils And Other Multimeric Structures R-HSA-2022090	10/57	7.140514078303986e-06	0.0071048115079124	0	0	6.918648310387985	81.98408527709181	COL15A1;COL3A1;COL27A1;COL4A2;COL5A1;COL5A2;LOXL4;TLL2;TLL1;PLEC	Reactome_2022
KEGG_2021_Human	Thyroid hormone synthesis	10/75	8.415690521317976e-05	0.0213758539241476	0	0	4.998060762766645	46.89594238293869	DUOX1;TPO;TG;GNAQ;CREB3L2;ATP1B4;ATP1A3;PLCB1;ADCY6;ADCY5	KEGG_2021_Human
KEGG_2021_Human	Endocrine and other factor-regulated calcium reabsorption	8/53	0.00017855945812052105	0.0226770511813061	0	0	5.76214405360134	49.73069658697423	GNAQ;TRPV5;ATP1B4;ATP1A3;ATP2B3;PLCB1;AP2A2;ADCY6	KEGG_2021_Human
Reactome_2022	Extracellular Matrix Organization R-HSA-1474244	22/291	8.252660792251725e-05	0.0280636495343358	0	0	2.683032896121204	25.22692112575921	COL15A1;COL27A1;MUSK;LAMC3;COL25A1;NCAN;ITGA2B;PDGFA;LOXL4;LTBP3;LAMC1;NID1;LTBP1;MMP10;ADAMTS16;COL3A1;COL4A2;COL5A1;COL5A2;TLL2;TLL1;PLEC	Reactome_2022
Reactome_2022	Collagen Formation R-HSA-1474290	11/90	8.461401869648994e-05	0.0280636495343358	0	0	4.527894983591186	42.45993041231311	COL15A1;COL3A1;COL27A1;COL4A2;COL5A1;COL25A1;COL5A2;LOXL4;TLL2;TLL1;PLEC	Reactome_2022
Reactome_2022	Collagen Biosynthesis And Modifying Enzymes R-HSA-1650814	9/67	0.00017878198636050454	0.0444720191071755	0	0	5.0345116871094655	43.444530439651466	COL15A1;COL3A1;COL27A1;COL4A2;COL5A1;COL25A1;COL5A2;TLL2;TLL1	Reactome_2022
KEGG_2021_Human	Aldosterone synthesis and secretion	10/98	0.0007649799377579032	0.0476969263196373	0	0	3.6873567608861726	26.45922191646237	GNAQ;CAMK4;CREB3L2;ATP1B4;ATP1A3;ATP2B3;PRKD1;PLCB1;ADCY6;ADCY5	KEGG_2021_Human
KEGG_2021_Human	cAMP signaling pathway	16/216	0.0009247266643106508	0.0476969263196373	0	0	2.6071307300509337	18.213447509909663	LHCGR;EDN3;ATP1B4;ATP1A3;ATP2B3;BRAF;ATP2A1;ADCY6;GRIN2D;ADCY5;CAMK4;CREB3L2;PLCE1;CNGB3;RAPGEF3;GRIA4	KEGG_2021_Human
KEGG_2021_Human	Amphetamine addiction	8/69	0.0011038768672634	0.0476969263196373	0	0	4.247247164785677	28.91919534648813	DDC;HDAC2;PPP3R2;CAMK4;CREB3L2;ADCY5;GRIA4;GRIN2D	KEGG_2021_Human
KEGG_2021_Human	Protein digestion and absorption	10/103	0.0011266990469205	0.0476969263196373	0	0	3.4882081865004064	23.67957262439836	COL15A1;COL3A1;COL27A1;COL4A2;COL5A1;COL25A1;MEP1A;COL5A2;ATP1B4;ATP1A3	KEGG_2021_Human
