Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes	gene_set_db
Reactome_2022	Collagen Chain Trimerization R-HSA-8948216	10/44	6.051241620103869e-09	4.163197909167694e-06	0	0	15.964640703927	302.098933708921	COL15A1;COL3A1;COL24A1;COL5A1;COL4A1;COL22A1;COL4A6;COL4A5;COL6A3;COL19A1	Reactome_2022
Reactome_2022	Collagen Formation R-HSA-1474290	13/90	1.1313037796651344e-08	4.163197909167694e-06	0	0	9.220634114488863	168.71280068808846	COL15A1;DST;COL24A1;LAMA4;COL22A1;COL19A1;COL3A1;COL5A1;COL4A1;COL4A6;COL4A5;COL6A3;TLL1	Reactome_2022
Reactome_2022	Extracellular Matrix Organization R-HSA-1474244	22/291	2.9007502540406055e-08	7.116507289912953e-06	0	0	4.536807234690725	78.73951673480798	FBN3;COL15A1;ITGAM;COL24A1;DST;COL22A1;LAMA4;NRXN1;CXXC1;LAMB1;COL19A1;COL3A1;COL5A1;CAPN7;COL4A1;ADAMTS18;COL4A6;CAPN3;COL4A5;COL6A3;TLL1;DDR2	Reactome_2022
Reactome_2022	Collagen Biosynthesis And Modifying Enzymes R-HSA-1650814	11/67	3.9159695567154944e-08	7.2053839843565085e-06	0	0	10.6797123015873	182.1490911592497	COL15A1;COL3A1;COL24A1;COL5A1;COL4A1;COL22A1;COL4A6;COL4A5;COL6A3;TLL1;COL19A1	Reactome_2022
Reactome_2022	Assembly Of Collagen Fibrils And Other Multimeric Structures R-HSA-2022090	10/57	8.500122548041222e-08	1.2512180390716677e-05	0	0	11.541227087876466	187.8981036097568	COL15A1;COL3A1;DST;COL24A1;COL5A1;COL4A1;LAMA4;COL4A5;COL6A3;TLL1	Reactome_2022
KEGG_2021_Human	Protein digestion and absorption	11/103	3.350482149120431e-06	0.0008041157157889034	0	0	6.488737922705314	81.79966661079493	COL15A1;COL3A1;COL24A1;COL5A1;COL4A1;COL22A1;COL4A6;COL4A5;COL6A3;SLC8A1;COL19A1	KEGG_2021_Human
KEGG_2021_Human	Small cell lung cancer	10/92	7.983748830784127e-06	0.0009580498596940952	0	0	6.603270049320992	77.50986053227216	RB1;RXRA;NOS2;COL4A1;LAMA4;COL4A6;COL4A5;LAMB1;TP53;RXRG	KEGG_2021_Human
KEGG_2021_Human	Amoebiasis	9/102	0.0001185344667658792	0.0094827573412703	0	0	5.222598467296382	47.213892337799216	COL3A1;ITGAM;NOS2;COL4A1;LAMA4;COL4A6;COL4A5;LAMB1;PLCB1	KEGG_2021_Human
Reactome_2022	Adherens Junctions Interactions R-HSA-418990	5/29	0.00017593987734225558	0.0161092684286905	0	0	11.159494535519126	96.47793949006773	CDH2;CADM2;CDH10;CDH11;CDH12	Reactome_2022
Reactome_2022	Interaction Between L1 And Ankyrins R-HSA-445095	5/29	0.00017593987734225558	0.0161092684286905	0	0	11.159494535519126	96.47793949006773	SPTBN4;SCN9A;SCN7A;ANK2;ANK1	Reactome_2022
Reactome_2022	Cell Junction Organization R-HSA-446728	8/86	0.00019573872311796288	0.0161092684286905	0	0	5.524051705869888	47.16838510185477	CDH2;DST;CLDN14;CADM2;CDH10;LAMA4;CDH11;CDH12	Reactome_2022
Reactome_2022	Degradation Of Extracellular Matrix R-HSA-1474228	9/109	0.00019698833676387876	0.0161092684286905	0	0	4.855276243093923	41.42699410820067	COL15A1;CAPN7;ADAMTS18;LAMA4;CXXC1;CAPN3;LAMB1;TLL1;COL19A1	Reactome_2022
Reactome_2022	Signaling By PDGF R-HSA-186797	6/52	0.0003877670834176956	0.0285396573395423	0	0	6.998094103633115	54.97076887602993	COL4A1;STAT3;CXXC1;COL4A5;COL6A3;STAT6	Reactome_2022
KEGG_2021_Human	AGE-RAGE signaling pathway in diabetic complications	8/100	0.0005486158409158901	0.0329169504549534	0	0	4.680081446879866	35.13857616235666	COL3A1;COL4A1;STAT3;COL4A6;COL4A5;KRAS;PLCB1;PLCD4	KEGG_2021_Human
