Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes	gene_set_db
KEGG_2021_Human	Dilated cardiomyopathy	10/96	1.407465769034685e-06	0.00032653205841604694	0	0	8.090879102754412	109.01423794701262	RYR2;CACNA2D1;ITGA8;DMD;ADCY1;IGF1;SLC8A1;MYH6;MYH7;TTN	KEGG_2021_Human
KEGG_2021_Human	Hypertrophic cardiomyopathy	9/90	6.6899986550741054e-06	0.0007760398439885962	0	0	7.705928543384374	91.81534399651976	RYR2;CACNA2D1;ITGA8;DMD;IGF1;SLC8A1;MYH6;MYH7;TTN	KEGG_2021_Human
KEGG_2021_Human	Olfactory transduction	19/440	2.7752924962516683e-05	0.0021462261971012	0	0	3.1884054188092192	33.453289512630015	OR51F2;OR14J1;OR4K5;OR14K1;OR1L8;OR5I1;OR8U1;OR5T3;SLC8A1;OR2T6;OR2W3;OR6C6;OR13F1;OR2A7;OR52B2;OR4C16;OR7C2;OR4C15;OR9G1	KEGG_2021_Human
KEGG_2021_Human	Longevity regulating pathway	8/102	0.0001255262301798287	0.00728052135043	0	0	5.877734492058735	52.799664348629626	IRS4;TSC1;KRAS;HSPA2;IGF1;ADCY1;TP53;PPARGC1A	KEGG_2021_Human
Reactome_2022	Expression And Translocation Of Olfactory Receptors R-HSA-9752946	17/393	7.185290255247754e-05	0.0194571062981253	0	0	3.1783752417794973	30.32452712666561	OR51F2;OR14J1;OR4K5;OR14K1;OR1L8;OR5I1;OR8U1;OR5T3;OR2T6;OR2W3;OR6C6;OR13F1;OR2A7;OR52B2;OR4C16;OR7C2;OR4C15	Reactome_2022
Reactome_2022	Olfactory Signaling Pathway R-HSA-381753	17/401	9.183062010530933e-05	0.0194571062981253	0	0	3.110871212121212	28.9173048235184	OR51F2;OR14J1;OR4K5;OR14K1;OR1L8;OR5I1;OR8U1;OR5T3;OR2T6;OR2W3;OR6C6;OR13F1;OR2A7;OR52B2;OR4C16;OR7C2;OR4C15	Reactome_2022
Reactome_2022	Extracellular Matrix Organization R-HSA-1474244	14/291	0.00010336128838598849	0.0194571062981253	0	0	3.532633820741241	32.41996989754622	FBN2;CRTAP;LAMC3;COL11A1;SERPINE1;FBLN1;PLG;GDF5;COL3A1;MMP16;ITGA8;COL4A5;COL6A3;DMD	Reactome_2022
Reactome_2022	Sensory Perception R-HSA-9709957	22/616	0.00011246882253251628	0.0194571062981253	0	0	2.621947873799725	23.840938104467032	OR51F2;OR14J1;OR4K5;OR14K1;OR1L8;OR5I1;PCDH15;OR8U1;OR5T3;OR2T6;OR2W3;EPB41L3;OR6C6;OR13F1;XIRP2;OR2A7;OR52B2;OR4C16;OR7C2;APOB;OR4C15;SCN3A	Reactome_2022
Reactome_2022	Receptor-type Tyrosine-Protein Phosphatases R-HSA-388844	4/20	0.00017930941044429154	0.0248164224054899	0	0	17.09375	147.45748558828362	SLITRK2;SLITRK1;SLITRK4;SLITRK6	Reactome_2022
KEGG_2021_Human	cGMP-PKG signaling pathway	9/167	0.0007988231325927858	0.0305992794258937	0	0	3.935009169387664	28.065945275275286	NOS3;IRS4;PDE3A;ITPR2;GTF2IRD1;ADCY1;SLC8A1;MYH6;MYH7	KEGG_2021_Human
KEGG_2021_Human	Arrhythmogenic right ventricular cardiomyopathy	6/77	0.0009153556976495364	0.0305992794258937	0	0	5.802324436127253	40.594209615227605	RYR2;CDH2;CACNA2D1;ITGA8;DMD;SLC8A1	KEGG_2021_Human
KEGG_2021_Human	Apelin signaling pathway	8/137	0.000923254120608862	0.0305992794258937	0	0	4.275357571787313	29.87451439642153	RYR2;NOS3;SERPINE1;ITPR2;KRAS;ADCY1;PPARGC1A;SLC8A1	KEGG_2021_Human
