Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes	gene_set_db
Reactome_2022	Collagen Chain Trimerization R-HSA-8948216	14/44	3.8284530729745834e-09	4.68602656132089e-06	0	0	10.104048429814604	195.8245924574989	COL25A1;COL11A1;COL22A1;COL11A2;COL12A1;COL1A2;COL4A2;COL7A1;COL4A3;COL4A6;COL4A5;COL6A3;COL6A6;COL6A5	Reactome_2022
Reactome_2022	Extracellular Matrix Organization R-HSA-1474244	36/291	3.4627484828060175e-08	1.4128013809848551e-05	0	0	3.0979935629665136	53.21924832862014	PCOLCE2;LAMA1;COL11A1;NRXN1;COL12A1;COL11A2;PLOD3;LOXL2;ADAMTS5;CAPN6;ADAMTS18;CAPN5;KDR;ITGAX;TNR;ERC2;ADAMTS9;FGA;MUSK;DST;COL25A1;COL22A1;CASK;DSPP;VCAN;COL1A2;COL4A2;ITGAD;ITGA10;COL7A1;COL4A3;COL4A6;COL4A5;COL6A3;COL6A6;COL6A5	Reactome_2022
Reactome_2022	Collagen Biosynthesis And Modifying Enzymes R-HSA-1650814	16/67	2.9760845465909372e-08	1.4128013809848551e-05	0	0	6.800597827299293	117.85485147207422	PCOLCE2;COL25A1;COL11A1;COL22A1;COL12A1;COL11A2;PLOD3;COL1A2;COL4A2;COL7A1;COL4A3;COL4A6;COL4A5;COL6A3;COL6A6;COL6A5	Reactome_2022
Reactome_2022	Collagen Formation R-HSA-1474290	18/90	7.899142939409402e-08	2.417137739459277e-05	0	0	5.425598631698974	88.72984112762339	DST;PCOLCE2;COL25A1;COL11A1;COL22A1;COL12A1;COL11A2;PLOD3;LOXL2;COL1A2;COL4A2;COL7A1;COL4A3;COL4A6;COL4A5;COL6A3;COL6A6;COL6A5	Reactome_2022
Reactome_2022	Neuronal System R-HSA-112316	42/386	1.0477024881961529e-07	2.564775691104182e-05	0	0	2.685330843261812	43.15728388110885	CHRNA1;GRIA2;CAMK2D;RASGRF2;NRXN1;NRXN3;ADCY2;KCNA5;SLC6A4;GLRA2;RPS6KA6;SIPA1L1;SLITRK2;ERBB4;GNG4;SLITRK4;UBD;EPB41L3;DLGAP1;SLC18A2;GRIA3;KCNJ2;SLC18A3;GRIA4;KCNJ3;NLGN4X;KCNH7;GABRA4;KCNB2;NTRK3;CASK;NRG1;KCNK17;PTPRD;PPFIBP1;NBEA;GLRB;LRRC7;IL1RAPL2;SYT10;SHANK2;HCN1	Reactome_2022
KEGG_2021_Human	Protein digestion and absorption	19/103	1.344022461611219e-07	3.776703117127524e-05	0	0	4.911380191345945	77.70996287891808	CPB2;SLC36A3;COL25A1;COL11A1;COL22A1;COL12A1;COL11A2;ATP1B4;ATP1A3;COL1A2;COL4A2;XPNPEP2;COL7A1;COL4A3;COL4A6;COL4A5;COL6A3;COL6A6;COL6A5	KEGG_2021_Human
KEGG_2021_Human	ECM-receptor interaction	17/88	3.058072987566749e-07	4.296592547531282e-05	0	0	5.19070230036254	77.86214713201639	VWF;LAMA1;LAMB4;GP6;DSPP;RELN;COL1A2;COL4A2;SV2A;ITGA10;COL4A3;COL4A6;TNR;COL4A5;COL6A3;COL6A6;COL6A5	KEGG_2021_Human
Reactome_2022	Protein-protein Interactions At Synapses R-HSA-6794362	17/88	3.058072987566749e-07	6.238468894636167e-05	0	0	5.19070230036254	77.86214713201639	NLGN4X;NRXN1;NTRK3;NRXN3;CASK;PTPRD;PPFIBP1;SIPA1L1;SLITRK2;IL1RAPL2;SLITRK4;SYT10;EPB41L3;DLGAP1;SHANK2;GRIA3;GRIA4	Reactome_2022
Reactome_2022	Assembly Of Collagen Fibrils And Other Multimeric Structures R-HSA-2022090	12/57	6.589726254121825e-06	0.0011522607050064	0	0	5.756134390335975	68.67067608096245	COL1A2;DST;COL4A2;COL11A1;COL7A1;COL4A3;COL11A2;COL4A5;COL6A3;COL6A6;COL6A5;LOXL2	Reactome_2022
KEGG_2021_Human	PI3K-Akt signaling pathway	34/354	2.517889061457904e-05	0.0023584227542322	0	0	2.318125725900116	24.54780301117737	CHRM2;ATF6B;FLT3;LAMA1;PTEN;CASP9;RELN;CCND2;ERBB4;GNG4;KDR;TNR;VWF;HGF;IFNA17;LAMB4;PPP2R5A;MTOR;EFNA3;COL1A2;COL4A2;ITGA10;KIT;COL4A3;COL4A6;COL4A5;COL6A3;COL6A6;KRAS;COL6A5;SOS1;PIK3AP1;TP53;CREB5	KEGG_2021_Human
