Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes	gene_set_db
Reactome_2022	Assembly Of Collagen Fibrils And Other Multimeric Structures R-HSA-2022090	12/57	2.7394005708437e-07	0.0002922940409090228	0	0	7.940329218106996	119.9812054055716	COL15A1;COL3A1;COL27A1;COL4A2;COL5A1;PXDN;COL5A2;LOXL4;TLL2;TLL1;MMP9;PLEC	Reactome_2022
Reactome_2022	Extracellular Matrix Organization R-HSA-1474244	26/291	4.546474954783773e-06	0.0024255443883771	0	0	2.951907624546158	36.31188315503938	COL15A1;LAMC3;NCAN;ITGA2B;LOXL4;LTBP3;LAMC1;NID1;LTBP1;ADAMTS16;FGB;COL27A1;MUSK;COL25A1;MMP9;MMP10;COL3A1;VCAN;COL4A2;COL5A1;PXDN;ADAM12;COL5A2;TLL2;TLL1;PLEC	Reactome_2022
Reactome_2022	Collagen Formation R-HSA-1474290	13/90	7.778590948205959e-06	0.0027665855139119	0	0	5.026576205865232	59.13332282400374	COL15A1;COL27A1;COL25A1;LOXL4;MMP9;COL3A1;COL4A2;COL5A1;PXDN;COL5A2;TLL2;TLL1;PLEC	Reactome_2022
KEGG_2021_Human	Thyroid hormone synthesis	10/75	0.0001714962798747851	0.0215584202948297	0	0	4.562130177514793	39.55799802433919	DUOX1;TPO;TG;GNAQ;CREB3L2;ATP1B4;ATP1A3;PLCB1;ADCY6;ADCY5	KEGG_2021_Human
KEGG_2021_Human	Endocrine and other factor-regulated calcium reabsorption	8/53	0.00032170335813093377	0.0215584202948297	0	0	5.261077027948193	42.30895373372322	GNAQ;TRPV5;ATP1B4;ATP1A3;ATP2B3;PLCB1;AP2A2;ADCY6	KEGG_2021_Human
KEGG_2021_Human	Olfactory transduction	29/440	0.00034876172247736125	0.0215584202948297	0	0	2.116676499280869	16.851119025212792	OR2C3;OR2G3;OR5K3;OR6K2;OR2G2;OR2M7;CAMK2A;OR2T34;OR2T10;GRK2;OR2W3;OR51Q1;OR52B4;OR6B2;OR4D6;OR4D5;OR4B1;OR8J1;OR14A16;OR2F2;OR1J4;OR2L3;OR2T8;OR1N2;OR52K1;OR2B11;OR6C1;OR4A15;OR13C4	KEGG_2021_Human
KEGG_2021_Human	Aldosterone synthesis and secretion	11/98	0.0003855317630430855	0.0215584202948297	0	0	3.7508279758425873	29.484834776829107	GNAQ;CAMK4;CREB3L2;CAMK2A;ATP1B4;ATP1A3;ATP2B3;PRKD1;PLCB1;ADCY6;ADCY5	KEGG_2021_Human
KEGG_2021_Human	Adrenergic signaling in cardiomyocytes	14/150	0.000456468422417499	0.0215584202948297	0	0	3.0601894008377344	23.53894943223435	CAMK2A;CACNA2D3;ATP1B4;ATP1A3;ATP2B3;ATP2A1;PIK3CG;ADCY6;ADCY5;PPP2R1A;GNAQ;CREB3L2;PLCB1;RAPGEF3	KEGG_2021_Human
KEGG_2021_Human	Insulin secretion	10/86	0.0005297554023043478	0.0215584202948297	0	0	3.899595141700405	29.415017251137527	RIMS2;GNAQ;CREB3L2;CAMK2A;ATP1B4;ATP1A3;PLCB1;ADCY6;ADCY5;TRPM4	KEGG_2021_Human
KEGG_2021_Human	Protein digestion and absorption	11/103	0.0005917997727992479	0.0215584202948297	0	0	3.546057479734709	26.35551265704151	SLC6A19;COL15A1;COL3A1;COL27A1;COL4A2;COL5A1;COL25A1;MEP1A;COL5A2;ATP1B4;ATP1A3	KEGG_2021_Human
