SAMPLE_ID	REF_COHORT	REF_COHORT_SIZE	ENSEMBL_GENE_ID	TPM_LOG2_GENE	MEAN	STD	Z_SCORE	Q1	Q2	Q3	IQR	PERCENTILE
TCGA-86-8358	tcga_luad	530	ENSG00000121410	-2.64205	0.138918919	0.189913137	-14.64337	0.05135	0.0993	0.1876	0.13625	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000175899	8.1421	544.128920908	485.345817819	-1.10434	230.47785	402.7202	710.0551	479.57725	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000171428	3.16488	9.096160796	5.683903584	-1.04352	5.24425	7.8472	10.83935	5.5951	5.8
TCGA-86-8358	tcga_luad	530	ENSG00000156006	-1.01042	0.714051177	1.101606571	-1.56541	0.20235	0.4257	0.78855	0.5862	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000196136	-3.69152	0.806713705	2.154778228	-2.08756	0.04235	0.1558	0.5327	0.49035	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000114771	0.02176	10.0874182	31.963523521	-0.31491	0.559	1.786	6.633	6.074	3.2
TCGA-86-8358	tcga_luad	530	ENSG00000127837	7.07362	127.100453337	43.681316051	-2.74778	98.98715	126.3249	154.5957	55.60855	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000129673	-3.06975	0.497323061	0.841199838	-4.24046	0.1493	0.3073	0.5535	0.4042	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000090861	7.60742	57.219476494	27.089319777	-1.83142	39.19455	51.3994	69.4304	30.23585	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000183044	2.14359	6.723371355	7.638388052	-0.59957	2.6397	4.453	7.91185	5.27215	17.1
TCGA-86-8358	tcga_luad	530	ENSG00000165029	3.25601	19.087168577	18.167737549	-0.87139	8.798	14.6537	22.5782	13.7802	3.4
TCGA-86-8358	tcga_luad	530	ENSG00000107331	4.17993	15.707058443	8.889673818	-1.29669	9.5261	14.0875	20.536	11.0099	5.3
TCGA-86-8358	tcga_luad	530	ENSG00000167972	6.21498	110.459448173	129.577542983	-0.80449	26.7447	66.1949	147.0326	120.2879	7.2
TCGA-86-8358	tcga_luad	530	ENSG00000131269	4.07299	15.012679264	5.478539952	-1.99683	11.2139	14.193	18.093	6.8791	0.6
TCGA-86-8358	tcga_luad	530	ENSG00000204574	7.79034	77.978086509	36.903387062	-1.90193	53.75905	71.3195	97.53685	43.7778	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000198691	-1.47995	9.448136431	19.308507561	-0.56597	0.49725	1.7729	8.65715	8.1599	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000097007	6.29034	45.852395935	20.427367784	-1.93672	32.2945	43.5141	57.0169	24.7224	0.4
TCGA-86-8358	tcga_luad	530	ENSG00000002726	5.05431	36.859120735	64.240620755	-0.49509	1.51275	6.774	44.24605	42.7333	45.2
TCGA-86-8358	tcga_luad	530	ENSG00000143322	3.91859	9.937538958	6.69605442	-0.89888	6.5205	8.4945	11.6021	5.0816	7.7
TCGA-86-8358	tcga_luad	530	ENSG00000175164	1.41927	20.132662654	20.322552589	-0.92082	6.19975	14.1204	27.45825	21.2585	8.1
TCGA-86-8358	tcga_luad	530	ENSG00000159842	4.95786	31.834197474	16.415453664	-1.63726	19.2351	29.6049	40.9671	21.732	0.6
TCGA-86-8358	tcga_luad	530	ENSG00000060971	3.25838	18.037157407	7.81732206	-1.89052	12.26995	17.3307	22.32225	10.0523	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000278540	4.84387	25.401539488	13.546068297	-1.51761	16.53265	22.4539	31.59185	15.0592	0.8
TCGA-86-8358	tcga_luad	530	ENSG00000076555	1.94654	3.356020986	2.482880372	-0.56768	1.75985	2.8593	4.19495	2.4351	29.9
TCGA-86-8358	tcga_luad	530	ENSG00000115361	-1.33497	2.443601749	3.498294791	-1.08012	0.37185	1.1357	3.2195	2.84765	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000117054	5.90695	33.759554526	15.754374507	-1.76793	23.48725	30.333	40.7332	17.24595	0.4
TCGA-86-8358	tcga_luad	530	ENSG00000122971	4.20157	34.208141942	20.269003918	-1.48042	20.59035	30.5527	43.8013	23.21095	2.3
TCGA-86-8358	tcga_luad	530	ENSG00000196177	3.61294	22.588559025	19.812534308	-0.95776	10.62395	17.1671	27.7923	17.16835	1.1
TCGA-86-8358	tcga_luad	530	ENSG00000072778	7.07581	160.000046911	76.865760164	-1.9895	107.2917	145.8456	196.81855	89.52685	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000075239	4.2969	21.746454233	13.640301885	-1.27926	13.4746	18.4601	26.6456	13.171	0.4
TCGA-86-8358	tcga_luad	530	ENSG00000120437	5.06542	21.556048055	14.75393772	-1.11771	12.5371	17.2142	25.51385	12.97675	1.1
TCGA-86-8358	tcga_luad	530	ENSG00000108684	-0.04171	0.226801668	2.652971215	-0.10121	0.02905	0.0587	0.09755	0.0685	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000110881	2.54342	2.383397593	2.851806508	0.05611	0.8069	1.5291	2.61495	1.80805	73.6
TCGA-86-8358	tcga_luad	530	ENSG00000087085	2.01171	15.421880622	27.864501955	-0.48126	1.9951	5.3896	17.5636	15.5685	25.6
TCGA-86-8358	tcga_luad	530	ENSG00000131473	7.7878	112.233999994	64.511381148	-1.61904	73.0648	97.7076	136.13535	63.07055	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000122729	4.55525	36.848392564	27.001113264	-1.19599	21.96005	30.6221	43.73015	21.7701	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000100312	-1.69245	0.313722684	0.554420643	-3.6185	0.09005	0.1986	0.3678	0.27775	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000100412	4.48196	19.499722331	10.392548158	-1.44505	13.69915	17.8438	22.62825	8.9291	1.5
TCGA-86-8358	tcga_luad	530	ENSG00000161533	5.46427	36.466375461	16.257524443	-1.90694	25.33905	33.8792	43.9254	18.58635	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000143727	6.49699	69.905045749	25.429405629	-2.49349	51.82245	66.0395	82.4135	30.59105	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000134575	5.8155	56.046515826	21.212430449	-2.368	43.12635	53.7198	65.78105	22.6547	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000102575	6.91626	119.578317061	96.91044982	-1.16254	60.44475	95.8312	150.41365	89.9689	0.6
TCGA-86-8358	tcga_luad	530	ENSG00000014257	0.86053	6.073852591	4.638184287	-1.124	2.91615	4.9016	7.8233	4.90715	2.1
TCGA-86-8358	tcga_luad	530	ENSG00000134940	1.78186	0.504232699	0.673790892	1.89618	0.1414	0.2754	0.5889	0.4475	95.7
TCGA-86-8358	tcga_luad	530	ENSG00000143632	2.71343	1.215973318	4.956986968	0.30209	0.34995	0.5764	0.9099	0.55995	96.0
TCGA-86-8358	tcga_luad	530	ENSG00000107796	6.53536	94.034231944	83.09390232	-1.05301	42.7748	75.9627	120.1005	77.3257	0.4
TCGA-86-8358	tcga_luad	530	ENSG00000075624	12.04036	4294.66209126	1730.877203365	-2.47425	3044.2932	4088.2543	5184.66385	2140.37065	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000159251	-9.96578	0.30946519	1.469403845	-6.9928	0.03485	0.1005	0.2445	0.20965	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000184009	11.52709	3897.787330111	1847.934490179	-2.10303	2656.8406	3565.7209	4549.40915	1892.56855	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000163017	3.54773	15.386004771	20.899017008	-0.56645	4.4801	8.8749	18.27925	13.79915	18.5
TCGA-86-8358	tcga_luad	530	ENSG00000130402	8.69875	266.557249248	149.925493856	-1.71991	170.3259	247.4478	327.6822	157.3563	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000136518	6.63692	41.202551825	25.626701127	-1.34881	26.06	34.7313	47.65185	21.59185	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000072110	7.34283	67.182582548	48.316266815	-1.2385	38.69855	54.9737	81.6564	42.95785	0.4
TCGA-86-8358	tcga_luad	530	ENSG00000077522	2.28528	0.437588858	0.785988827	2.35079	0.0955	0.2019	0.4334	0.3379	97.0
TCGA-86-8358	tcga_luad	530	ENSG00000248746	-0.954	0.394253676	6.806775253	-0.19808	0.02975	0.0623	0.1103	0.08055	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000115170	4.75339	39.836242543	17.271446647	-2.03126	28.26145	37.4314	49.25295	20.9915	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000135503	4.87616	43.407986748	27.144679889	-1.4195	25.7177	35.8598	55.09315	29.37545	0.4
TCGA-86-8358	tcga_luad	530	ENSG00000121989	2.56679	6.689892261	3.941450393	-1.04609	4.33	5.8174	8.04425	3.71425	5.3
TCGA-86-8358	tcga_luad	530	ENSG00000114739	2.3111	3.60585988	3.646251624	-0.35509	2.031	2.9017	3.99975	1.96875	34.5
TCGA-86-8358	tcga_luad	530	ENSG00000139567	4.31778	21.77214667	17.288610097	-1.00959	13.1336	18.0799	25.364	12.2304	1.1
TCGA-86-8358	tcga_luad	530	ENSG00000243989	-5.16359	0.172942201	0.264952899	-20.14144	0.09755	0.1558	0.22785	0.1303	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000119640	5.15349	9.803236522	7.379924587	-0.63005	5.74255	8.1499	11.33315	5.5906	18.1
TCGA-86-8358	tcga_luad	530	ENSG00000170634	2.7321	5.373332948	2.459367215	-1.07395	3.70865	4.9394	6.23555	2.5269	8.9
TCGA-86-8358	tcga_luad	530	ENSG00000196839	4.84945	9.793611956	7.975318479	-0.61993	5.01875	8.1195	12.54045	7.5217	23.2
TCGA-86-8358	tcga_luad	530	ENSG00000151651	3.87547	49.377434022	47.025227851	-0.96761	18.9549	37.3392	64.53475	45.57985	1.7
TCGA-86-8358	tcga_luad	530	ENSG00000137845	4.68852	26.163572723	13.228650109	-1.62337	17.3597	23.597	30.98125	13.62155	0.6
TCGA-86-8358	tcga_luad	530	ENSG00000160710	8.11041	168.052813948	83.737894736	-1.91004	114.96515	157.288	203.4441	88.47895	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000197381	3.29765	7.723226453	4.85760296	-0.91106	4.4792	6.529	9.8303	5.3511	13.9
TCGA-86-8358	tcga_luad	530	ENSG00000185736	2.67516	0.313381659	0.589755642	4.00467	0.0567	0.1502	0.3312	0.2745	98.7
TCGA-86-8358	tcga_luad	530	ENSG00000164742	5.55283	1.595635465	3.329811915	1.18841	0.41615	0.822	1.61095	1.1948	96.4
TCGA-86-8358	tcga_luad	530	ENSG00000078295	-1.02122	0.3116623	0.981392978	-1.35815	0.04405	0.1118	0.25965	0.2156	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000138031	4.49926	13.333434575	9.032656076	-0.97803	7.45485	11.2332	16.62645	9.1716	8.1
TCGA-86-8358	tcga_luad	530	ENSG00000173175	3.48405	3.427823631	7.412788022	0.00759	0.63855	1.2184	2.67815	2.0396	79.7
TCGA-86-8358	tcga_luad	530	ENSG00000174233	4.10048	17.020641208	9.164056739	-1.40987	10.41555	15.6101	21.8944	11.47885	4.0
TCGA-86-8358	tcga_luad	530	ENSG00000121281	3.30476	8.68122836	7.560881095	-0.71109	4.061	7.0878	11.0445	6.9835	18.8
TCGA-86-8358	tcga_luad	530	ENSG00000155897	-1.31437	0.315774814	1.908076749	-0.85434	0.0	0.0258	0.09725	0.09725	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000162104	4.18875	14.499619866	11.819858421	-0.87233	7.2742	11.8014	17.8869	10.6127	8.3
TCGA-86-8358	tcga_luad	530	ENSG00000141433	2.96663	1.483415506	6.148955727	0.24121	0.12525	0.3621	0.87795	0.7527	92.5
TCGA-86-8358	tcga_luad	530	ENSG00000078549	-2.95904	0.341772058	0.45727378	-7.21846	0.11225	0.214	0.41305	0.3008	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000087274	6.11556	52.532485992	18.461485714	-2.51426	39.3575	51.345	63.79775	24.44025	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000075340	5.77813	1.42488555	4.22829577	1.02955	0.26215	0.5364	0.9557	0.69355	96.0
TCGA-86-8358	tcga_luad	530	ENSG00000148700	5.34268	41.719553815	33.406038514	-1.08893	19.61805	33.0926	52.28505	32.667	2.1
TCGA-86-8358	tcga_luad	530	ENSG00000147872	5.69868	58.071439321	60.903854659	-0.85993	25.0739	40.4734	67.15105	42.07715	0.4
TCGA-86-8358	tcga_luad	530	ENSG00000187758	-9.96578	0.209932986	1.01905681	-9.98542	0.0173	0.0648	0.1797	0.1624	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000196616	1.46231	14.956271025	24.067426235	-0.56067	1.45746	5.9706	17.86155	16.40409	25.2
TCGA-86-8358	tcga_luad	530	ENSG00000248144	-2.03682	44.134836682	251.739353075	-0.18341	1.1109	4.2399	18.1709	17.06	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000198099	-4.24059	0.945246726	6.738526443	-0.76958	0.0247	0.0759	0.18535	0.16065	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000197894	5.80185	84.983172231	36.550863851	-2.16633	60.60575	76.8268	102.8655	42.25975	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000172955	-1.20091	1.500183215	3.692403605	-0.73153	0.1906	0.3874	0.9446	0.754	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000196344	1.00605	3.384436811	23.269801661	-0.10221	0.02495	0.1418	0.5701	0.54515	82.5
TCGA-86-8358	tcga_luad	530	ENSG00000156110	5.09922	42.421476692	27.605139433	-1.352	22.95695	34.7148	52.6465	29.68955	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000148926	5.93478	35.351533292	50.404339504	-0.58362	9.41205	18.195	39.1725	29.76045	13.0
TCGA-86-8358	tcga_luad	530	ENSG00000163485	1.06846	8.170257184	13.975212079	-0.50817	1.35555	3.3181	9.08935	7.7338	20.5
TCGA-86-8358	tcga_luad	530	ENSG00000128271	-0.78986	0.136930206	0.166226799	-5.57546	0.04985	0.0976	0.17845	0.1286	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000170425	1.86572	15.567791565	11.339420989	-1.20836	7.34085	12.792	20.57515	13.2343	2.3
TCGA-86-8358	tcga_luad	530	ENSG00000282608	2.31458	5.332136686	4.528757688	-0.66631	2.19995	4.014	7.2279	5.02795	26.2
TCGA-86-8358	tcga_luad	530	ENSG00000144843	3.16026	11.150552276	5.58572253	-1.43048	7.15575	10.3352	14.5891	7.43335	3.4
TCGA-86-8358	tcga_luad	530	ENSG00000143799	6.44686	36.764274683	18.961771128	-1.59887	24.28875	32.9185	44.0122	19.72345	0.4
TCGA-86-8358	tcga_luad	530	ENSG00000102699	5.91414	60.790224743	30.065648825	-1.82521	38.30555	55.1568	77.19915	38.8936	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000171873	-1.55597	0.612067102	2.266481532	-0.95657	0.1387	0.28	0.5482	0.4095	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000170214	-0.53784	2.329488055	4.619702566	-0.62067	0.53275	1.2121	2.49765	1.9649	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000120907	-4.69152	0.177556831	0.628475075	-7.74745	0.01285	0.0458	0.14875	0.1359	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000150594	-0.17267	15.204841114	38.915938777	-0.39515	2.15545	5.4059	13.298	11.14255	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000274286	0.99928	0.914070769	2.453870729	0.03472	0.1736	0.3794	0.68	0.5064	85.9
TCGA-86-8358	tcga_luad	530	ENSG00000184160	1.15147	2.973563031	6.992939149	-0.26056	0.547	1.2504	2.47065	1.92365	46.1
TCGA-86-8358	tcga_luad	530	ENSG00000043591	1.8157	4.236075515	6.740148356	-0.3591	0.65615	1.799	4.9459	4.28975	50.3
TCGA-86-8358	tcga_luad	530	ENSG00000169252	1.22731	9.220408305	8.672036976	-0.92171	2.98115	6.9733	12.8161	9.83495	7.7
TCGA-86-8358	tcga_luad	530	ENSG00000188778	-9.96578	0.204658787	0.60620231	-16.7773	0.0319	0.1023	0.25055	0.21865	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000173020	6.58793	68.610663896	28.498250448	-2.17637	51.10475	65.8521	83.01515	31.9104	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000100077	3.48271	13.124137865	9.73134625	-0.99076	6.8402	10.781	16.04855	9.20835	6.2
TCGA-86-8358	tcga_luad	530	ENSG00000239900	0.72386	1.787678652	1.485030529	-0.71636	1.14195	1.4603	1.98765	0.8457	4.3
TCGA-86-8358	tcga_luad	530	ENSG00000035687	5.38333	62.921489136	26.293453081	-2.18831	44.75145	58.5855	76.70665	31.9552	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000196961	5.93703	35.782547696	14.366429212	-2.07745	26.76675	34.7445	43.5464	16.77965	0.9
TCGA-86-8358	tcga_luad	530	ENSG00000183020	5.07133	35.173890639	16.287102892	-1.84825	24.5778	32.5025	42.88705	18.30925	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000100280	6.03239	72.374940089	28.274802693	-2.34635	54.17905	70.2045	89.5219	35.34285	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000006125	7.75042	128.243983468	66.88206942	-1.80158	83.85695	112.6763	155.75305	71.8961	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000166747	5.98791	36.450469501	14.544059687	-2.0945	26.4335	34.5709	44.1232	17.6897	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000106624	8.38082	261.80808798	253.702900676	-0.99891	98.61065	186.0032	332.48785	233.8772	0.4
TCGA-86-8358	tcga_luad	530	ENSG00000104964	6.92727	100.940827256	41.174365112	-2.2833	74.19175	98.4451	121.2646	47.07285	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000124812	-9.96578	0.080773099	2.219698055	-4.52609	0.0	0.0	0.0	0.0	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000079557	-4.07339	0.032403026	0.262007986	-15.67049	0.0	0.0	0.03045	0.03045	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000081051	-3.63308	4.705367276	102.070277549	-0.08169	0.0	0.0232	0.09475	0.09475	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000038002	4.08	47.015664032	41.52621673	-1.03394	27.4582	38.0318	50.361	22.9028	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000157766	2.61212	1.228651632	2.092459516	0.66117	0.30425	0.6295	1.37895	1.0747	90.6
TCGA-86-8358	tcga_luad	530	ENSG00000204305	4.35291	121.351616209	294.427455166	-0.39738	10.6129	29.0272	107.4161	96.8032	8.7
TCGA-86-8358	tcga_luad	530	ENSG00000162688	4.46722	16.255788363	15.42032746	-0.76448	8.94565	12.5709	18.49725	9.5516	1.7
TCGA-86-8358	tcga_luad	530	ENSG00000159723	-0.96494	2.920633071	4.905251767	-0.79213	0.5817	1.3645	3.3349	2.7532	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000101384	5.05346	20.226841927	23.261801088	-0.65229	8.5961	13.7331	21.8469	13.2508	6.4
TCGA-86-8358	tcga_luad	530	ENSG00000135744	4.02214	46.593003648	243.981398521	-0.17448	3.94065	9.3364	28.37175	24.4311	26.0
TCGA-86-8358	tcga_luad	530	ENSG00000144891	-2.76219	2.197083255	7.143837946	-0.6942	0.42925	1.0423	2.13875	1.7095	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000180772	0.21126	8.721829494	65.197338246	-0.13054	0.12385	1.0288	5.03385	4.91	30.5
TCGA-86-8358	tcga_luad	530	ENSG00000134817	3.31009	12.517337463	11.534523873	-0.79823	5.3569	9.3365	16.7839	11.427	11.3
TCGA-86-8358	tcga_luad	530	ENSG00000172482	-2.20025	0.17364341	1.457293255	-1.62897	0.0	0.0111	0.03925	0.03925	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000169297	7.33397	9.285160778	32.758521138	-0.05956	0.0	0.0263	0.4497	0.4497	85.7
TCGA-86-8358	tcga_luad	530	ENSG00000101444	6.84094	121.353345088	72.199683223	-1.58605	77.7732	104.4687	145.46125	67.68805	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000106546	3.789	67.294305083	60.745376183	-1.04543	30.90165	51.0696	84.31635	53.4147	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000145192	-2.52782	0.248660218	1.103971799	-2.51499	0.0	0.0342	0.115	0.115	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000204472	5.81868	83.600975479	57.951150558	-1.3422	42.3531	72.8076	109.3399	66.9868	0.4
TCGA-86-8358	tcga_luad	530	ENSG00000112297	3.23691	19.931259898	18.639478958	-0.89564	7.24185	14.8355	26.61385	19.372	9.0
TCGA-86-8358	tcga_luad	530	ENSG00000106992	2.51018	13.823093366	12.89330898	-0.87743	6.03295	9.9489	17.0382	11.00525	3.4
TCGA-86-8358	tcga_luad	530	ENSG00000004455	6.00387	55.567681119	24.569815329	-2.01726	38.44775	50.4402	66.19325	27.7455	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000162433	5.252	12.622700564	11.93646988	-0.61749	3.4545	8.7368	17.9152	14.4607	34.3
TCGA-86-8358	tcga_luad	530	ENSG00000142208	6.34737	35.839702956	17.701171118	-1.66612	25.1628	33.6534	42.721	17.5582	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000105221	5.25827	22.692769059	11.117644019	-1.56818	16.5022	20.8464	26.219	9.7168	0.8
TCGA-86-8358	tcga_luad	530	ENSG00000148218	4.52157	36.096850407	15.742368636	-2.00575	25.65725	33.0222	42.86895	17.2117	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000023330	6.55517	97.413144948	43.093712271	-2.10838	70.06725	90.5805	113.76405	43.6968	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000158578	-3.98393	0.301048528	0.619355374	-6.91845	0.05125	0.1272	0.2899	0.23865	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000163631	-2.42275	89.841479374	1552.23636651	-0.05944	0.07515	0.1941	0.62675	0.5516	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000170017	7.97386	115.195671669	77.606411367	-1.38161	62.36235	94.3146	142.88865	80.5263	0.6
TCGA-86-8358	tcga_luad	530	ENSG00000101986	3.59436	19.837425909	12.769337039	-1.27204	12.54285	17.7899	24.2011	11.65825	3.0
TCGA-86-8358	tcga_luad	530	ENSG00000165092	8.29156	149.232323835	411.080238114	-0.34285	31.6971	61.4017	148.0222	116.3251	3.4
TCGA-86-8358	tcga_luad	530	ENSG00000111275	3.24715	65.013103301	46.177952434	-1.33756	34.1876	54.3652	83.4931	49.3055	0.4
TCGA-86-8358	tcga_luad	530	ENSG00000108602	1.5147	54.546180985	212.954127003	-0.24903	0.8627	3.0342	16.36775	15.50505	36.5
TCGA-86-8358	tcga_luad	530	ENSG00000137124	5.40047	45.002537608	31.003036187	-1.27736	25.6277	36.7544	55.4482	29.8205	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000184254	1.64496	7.625722531	10.778925019	-0.55486	2.64455	4.7862	8.9765	6.33195	13.2
TCGA-86-8358	tcga_luad	530	ENSG00000006534	3.14094	63.445773714	62.913160363	-0.95854	23.7321	43.8186	79.05975	55.32765	0.8
TCGA-86-8358	tcga_luad	530	ENSG00000132746	0.93569	12.263107318	19.810784378	-0.57178	2.3139	5.4497	13.34555	11.03165	10.2
TCGA-86-8358	tcga_luad	530	ENSG00000143149	6.93453	75.448343744	35.298397742	-1.94099	52.53145	68.8628	92.48095	39.9495	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000072210	5.52337	43.176233472	42.988301937	-0.87589	18.3438	31.3189	47.42125	29.07745	0.4
TCGA-86-8358	tcga_luad	530	ENSG00000173208	-0.49513	0.920247598	0.953638277	-1.48419	0.32015	0.6308	1.16675	0.8466	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000149925	2.97853	8.062011535	7.530379606	-0.67506	4.02	6.1547	9.693	5.673	10.2
TCGA-86-8358	tcga_luad	530	ENSG00000136872	-3.91702	2.711405603	21.238681399	-0.31209	0.12355	0.3208	0.792	0.66845	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000109107	6.41787	26.229648903	23.826268934	-0.83151	9.6323	19.5894	35.6534	26.0211	15.6
TCGA-86-8358	tcga_luad	530	ENSG00000085662	8.04736	88.184818578	113.032711032	-0.70898	33.0869	55.8221	94.92005	61.83315	0.9
TCGA-86-8358	tcga_luad	530	ENSG00000171094	-0.72571	0.47245441	1.464568672	-0.8181	0.0766	0.1718	0.32635	0.24975	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000108839	0.62152	1.999472174	2.109148114	-0.65332	0.97335	1.5236	2.40195	1.4286	8.5
TCGA-86-8358	tcga_luad	530	ENSG00000012779	5.12462	46.394607566	36.381355031	-1.13437	20.8084	35.9594	63.71105	42.90265	1.9
TCGA-86-8358	tcga_luad	530	ENSG00000132965	4.17301	83.484465551	78.880908957	-1.00546	31.65945	59.148	113.69265	82.0332	0.4
TCGA-86-8358	tcga_luad	530	ENSG00000179477	-0.72786	0.630896879	1.699559062	-0.79948	0.0855	0.2433	0.58395	0.49845	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000161905	0.17479	8.384225781	36.09599495	-0.22743	0.3002	1.2117	4.8507	4.5505	14.3
TCGA-86-8358	tcga_luad	530	ENSG00000179593	2.82885	74.510006318	112.473363547	-0.63732	11.24465	30.0874	88.52125	77.2766	7.2
TCGA-86-8358	tcga_luad	530	ENSG00000163295	-4.68038	0.077914346	0.80399791	-5.91829	0.0	0.0	0.0	0.0	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000162551	3.56512	133.204701924	203.936601242	-0.63569	18.51675	58.0813	152.80175	134.285	4.5
TCGA-86-8358	tcga_luad	530	ENSG00000163283	-4.46116	2.897721349	12.332747262	-0.59669	0.1054	0.3991	1.21695	1.11155	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000163286	-9.96578	4.352512836	14.311261252	-1.00049	0.08325	0.4167	2.0298	1.94655	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000156150	-2.36364	0.222875815	0.686906634	-3.76545	0.0	0.0	0.1371	0.1371	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000178522	-3.9568	0.066479481	0.952314294	-4.22474	0.0	0.0	0.02755	0.02755	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000106927	7.09792	21.107299103	123.327781703	-0.11359	0.468	1.6488	7.577	7.109	74.4
TCGA-86-8358	tcga_luad	530	ENSG00000123505	4.90953	29.389877275	11.90964553	-2.05551	21.66485	27.552	34.83585	13.171	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000125363	-9.96578	0.165971593	1.201902938	-8.42976	0.0	0.0	0.0	0.0	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000099721	-9.96578	0.049034493	0.521616618	-19.19957	0.0	0.0	0.0	0.0	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000159461	3.78937	53.075385639	25.39639028	-1.94067	37.14995	49.0756	64.5477	27.39775	0.4
TCGA-86-8358	tcga_luad	530	ENSG00000104899	3.87456	1.613238721	3.61576604	0.62541	0.16725	0.4413	1.28685	1.1196	90.4
TCGA-86-8358	tcga_luad	530	ENSG00000135409	-3.82215	0.335969028	0.66961687	-6.2097	0.08685	0.1748	0.34285	0.256	0.2
TCGA-86-8358	tcga_luad	530	ENSG00000116748	0.10447	1.178082996	1.740914203	-0.61669	0.28445	0.6129	1.49955	1.2151	9.0
