Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes	gene_set_db
Reactome_2022	Extracellular Matrix Organization R-HSA-1474244	32/291	1.2531407529477682e-07	0.00014511369919135156	0	0	3.1450234510637194	49.98210482451224	FBN2;COL18A1;LAMA2;COL11A1;ITGB3;LAMA4;NRXN1;COL12A1;PDGFA;PLOD2;ITGAL;LMNB2;ADAMTS5;NCSTN;ADAMTS1;ITGAX;COL27A1;DST;LAMB3;COL25A1;LAMB1;HSPG2;ADAM19;BMP4;VCAN;COL5A1;COL4A4;COL7A1;ADAM12;COL9A1;COL6A3;COL9A2	Reactome_2022
Reactome_2022	Sensory Perception R-HSA-9709957	51/616	3.2755879021290004e-07	0.00018965653953326912	0	0	2.319798142324289	34.63829396551932	OR7G1;OR5K4;OR5K1;OR2M2;PCLO;OR6Y1;CNGA2;OR5B17;OR8H3;OR8H2;OR4D2;OR5F1;OR5AS1;OR4L1;HSPG2;OR2T6;OR2T4;CACNB2;OR4K14;MYO3A;PRKCQ;OR13C5;OR3A1;OR9I1;OR4K2;PCDH15;OR9Q2;LRP2;OR2AK2;OR8B8;OR51S1;GPC3;OR8B3;XIRP2;BCO2;TAS1R1;APOB;OR6B2;GPC6;OR8J3;OR8J1;OR14A16;OR14K1;OR5L1;APOC3;TAS2R38;TAS2R39;OTOGL;OR4D10;OR10G8;SCN2A	Reactome_2022
Reactome_2022	Collagen Chain Trimerization R-HSA-8948216	11/44	6.724944783022474e-07	0.0002595828686246675	0	0	8.350739773716276	118.68298453255628	COL18A1;COL27A1;COL5A1;COL25A1;COL11A1;COL4A4;COL7A1;COL12A1;COL9A1;COL6A3;COL9A2	Reactome_2022
Reactome_2022	Assembly Of Collagen Fibrils And Other Multimeric Structures R-HSA-2022090	12/57	1.536823158712739e-06	0.0004256877449224261	0	0	6.685141612200436	89.48592284060204	COL18A1;COL27A1;DST;LAMB3;COL5A1;COL4A4;COL11A1;LAMA4;COL7A1;COL9A1;COL6A3;COL9A2	Reactome_2022
Reactome_2022	Collagen Formation R-HSA-1474290	15/90	1.8380299867116844e-06	0.0004256877449224261	0	0	5.025721784776903	66.37378398090308	COL18A1;COL27A1;DST;LAMB3;COL25A1;COL11A1;LAMA4;COL12A1;PLOD2;COL5A1;COL4A4;COL7A1;COL9A1;COL6A3;COL9A2	Reactome_2022
Reactome_2022	Cell-Cell Communication R-HSA-1500931	17/120	3.939360831330735e-06	0.0007602966404468318	0	0	4.152273888605008	51.67293949318546	KIRREL1;JUP;DST;LAMB3;LAMA4;CDH8;SDK1;CLDN10;CDH4;CDH10;CDH11;CDH12;SIRPA;PTK2B;FLNC;CDH18;CDH19	Reactome_2022
Reactome_2022	Cell Junction Organization R-HSA-446728	14/86	5.373220417350842e-06	0.0008888841776131821	0	0	4.880479102956167	59.22013911980202	DST;JUP;LAMB3;LAMA4;CDH8;CLDN10;SDK1;CDH4;CDH10;CDH11;CDH12;FLNC;CDH18;CDH19	Reactome_2022
Reactome_2022	Interaction Between L1 And Ankyrins R-HSA-445095	8/29	1.0392764340338283e-05	0.0012034821106111	0	0	9.51241562945074	109.14926884700716	SPTA1;SCN10A;SCN11A;ANK2;SCN4A;L1CAM;SCN2A;ANK1	Reactome_2022
Reactome_2022	Adherens Junctions Interactions R-HSA-418990	8/29	1.0392764340338283e-05	0.0012034821106111	0	0	9.51241562945074	109.14926884700716	CDH4;JUP;CDH10;CDH11;CDH12;CDH8;CDH18;CDH19	Reactome_2022
Reactome_2022	Collagen Biosynthesis And Modifying Enzymes R-HSA-1650814	12/67	9.127032784111252e-06	0.0012034821106111	0	0	5.46680926916221	63.43833031920877	COL18A1;COL27A1;COL5A1;COL25A1;COL4A4;COL11A1;COL7A1;COL12A1;COL9A1;COL6A3;PLOD2;COL9A2	Reactome_2022
