Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes	gene_set_db
KEGG_2021_Human	Glioma	5/75	7.168544213028363e-08	1.1039558088063678e-05	0	0	59.22916666666666	974.3777265922446	CAMK2D;PIK3CA;CDKN2A;TP53;EGFR	KEGG_2021_Human
KEGG_2021_Human	Melanoma	4/72	3.4248734222466708e-06	0.0001637794808363806	0	0	46.83058823529412	589.3370108530903	PIK3CA;CDKN2A;TP53;EGFR	KEGG_2021_Human
KEGG_2021_Human	Non-small cell lung cancer	4/72	3.4248734222466708e-06	0.0001637794808363806	0	0	46.83058823529412	589.3370108530903	PIK3CA;CDKN2A;TP53;EGFR	KEGG_2021_Human
KEGG_2021_Human	Pancreatic cancer	4/76	4.254012489256639e-06	0.0001637794808363806	0	0	44.22	546.8973903725916	PIK3CA;CDKN2A;TP53;EGFR	KEGG_2021_Human
KEGG_2021_Human	Bladder cancer	3/41	2.815371843448461e-05	0.000867134527782126	0	0	60.5253036437247	634.1739099757752	CDKN2A;TP53;EGFR	KEGG_2021_Human
KEGG_2021_Human	Endometrial cancer	3/58	8.015449691301369e-05	0.0020572987541006	0	0	41.78181818181818	394.0674983940065	PIK3CA;TP53;EGFR	KEGG_2021_Human
KEGG_2021_Human	Hepatocellular carcinoma	4/168	9.683273496452172e-05	0.0021303201692194	0	0	19.32390243902439	178.60166008073648	PIK3CA;CDKN2A;TP53;EGFR	KEGG_2021_Human
KEGG_2021_Human	Long-term potentiation	3/67	0.00012335681838743153	0.002374618753958	0	0	35.89002403846154	323.0256289496078	CAMK2D;GRM5;GRIN2A	KEGG_2021_Human
KEGG_2021_Human	Central carbon metabolism in cancer	3/70	0.00014054603401847968	0.0024048988043162	0	0	34.27784156142365	304.04361410897485	PIK3CA;TP53;EGFR	KEGG_2021_Human
KEGG_2021_Human	Chronic myeloid leukemia	3/76	0.00017944539884950534	0.0027634591422823	0	0	31.45100105374078	271.28499955096464	PIK3CA;CDKN2A;TP53	KEGG_2021_Human
KEGG_2021_Human	ErbB signaling pathway	3/85	0.0002499179552645476	0.0028456915004302	0	0	27.98639774859287	232.1297582282843	CAMK2D;PIK3CA;EGFR	KEGG_2021_Human
KEGG_2021_Human	Colorectal cancer	3/86	0.0002586992273118375	0.0028456915004302	0	0	27.64782205746061	228.36670973040955	PIK3CA;TP53;EGFR	KEGG_2021_Human
KEGG_2021_Human	Proteoglycans in cancer	4/205	0.0002082392032123507	0.0028456915004302	0	0	15.73731343283582	133.40242241049168	CAMK2D;PIK3CA;TP53;EGFR	KEGG_2021_Human
KEGG_2021_Human	Lipid and atherosclerosis	4/215	0.0002497783400904498	0.0028456915004302	0	0	14.98388625592417	124.29038760889014	CAMK2D;PIK3CA;TLR6;TP53	KEGG_2021_Human
KEGG_2021_Human	Human cytomegalovirus infection	4/225	0.0002969829848308071	0.0030490253109296	0	0	14.298642533936652	116.13122555001624	PIK3CA;CDKN2A;TP53;EGFR	KEGG_2021_Human
KEGG_2021_Human	Prostate cancer	3/97	0.00036873650696853176	0.0034366382389479	0	0	24.398936170212767	192.88403908089165	PIK3CA;TP53;EGFR	KEGG_2021_Human
KEGG_2021_Human	Calcium signaling pathway	4/240	0.0003793691562474967	0.0034366382389479	0	0	13.379661016949152	105.39160053290104	CAMK2D;GRM5;GRIN2A;EGFR	KEGG_2021_Human
KEGG_2021_Human	HIF-1 signaling pathway	3/109	0.0005189356018300016	0.0044397823712122	0	0	21.623730043541364	163.55607215734827	CAMK2D;PIK3CA;EGFR	KEGG_2021_Human
Reactome_2022	Oncogene Induced Senescence R-HSA-2559585	3/33	1.4522345481971737e-05	0.0047641939465483	0	0	76.69615384615385	854.3815040047768	CDKN2A;AGO1;TP53	Reactome_2022
Reactome_2022	Transcriptional Regulation By VENTX R-HSA-8853884	3/39	2.418372561699657e-05	0.0047641939465483	0	0	63.89423076923077	679.1848523457204	CDKN2A;AGO1;TP53	Reactome_2022
KEGG_2021_Human	Neurotrophin signaling pathway	3/119	0.0006703017045323397	0.00543297171042	0	0	19.749668435013263	144.32628416801143	CAMK2D;PIK3CA;TP53	KEGG_2021_Human
Reactome_2022	Transcriptional Regulation By MECP2 R-HSA-8986944	3/60	8.872018830307839e-05	0.0066664114813946	0	0	40.311740890688256	376.1094734082781	CAMK2D;GRIN2A;AGO1	Reactome_2022
Reactome_2022	Intracellular Signaling By Second Messengers R-HSA-9006925	5/306	7.127874302540674e-05	0.0066664114813946	0	0	13.614341085271318	130.00215053333017	CAMK2D;PIK3CA;AGO1;TP53;EGFR	Reactome_2022
Reactome_2022	MAPK Family Signaling Cascades R-HSA-5683057	5/318	8.546610190149557e-05	0.0066664114813946	0	0	13.084398296059636	122.56667130122398	CAMK2D;PIK3CA;AGO1;CDC42EP2;EGFR	Reactome_2022
Reactome_2022	Disease R-HSA-1643685	10/1736	0.00010151895656946196	0.0066664114813946	0	0	5.563517716655486	51.15801980744063	CYFIP2;CAMK2D;PATJ;PIK3CA;CDKN2A;MAN2A1;TLR6;AGRN;TP53;EGFR	Reactome_2022
KEGG_2021_Human	Pathways in cancer	5/531	0.0009069979680274852	0.0069838843538116	0	0	7.701600126742712	53.95256116137772	CAMK2D;PIK3CA;CDKN2A;TP53;EGFR	KEGG_2021_Human
KEGG_2021_Human	MicroRNAs in cancer	4/310	0.0009902270512829798	0.0072616650427418	0	0	10.282352941176471	71.1289609771098	PIK3CA;CDKN2A;TP53;EGFR	KEGG_2021_Human
KEGG_2021_Human	Gastric cancer	3/149	0.0012845636822304	0.0079129122825393	0	0	15.667808219178085	104.3058662868966	PIK3CA;TP53;EGFR	KEGG_2021_Human
KEGG_2021_Human	Human papillomavirus infection	4/331	0.0012618804981742	0.0079129122825393	0	0	9.611743119266055	64.15984834143934	PATJ;PIK3CA;TP53;EGFR	KEGG_2021_Human
KEGG_2021_Human	Phospholipase D signaling pathway	3/148	0.0012599236664276	0.0079129122825393	0	0	15.776657824933688	105.33607664750608	GRM5;PIK3CA;EGFR	KEGG_2021_Human
KEGG_2021_Human	Breast cancer	3/147	0.0012355847500314	0.0079129122825393	0	0	15.88701923076923	106.38283196360236	PIK3CA;TP53;EGFR	KEGG_2021_Human
KEGG_2021_Human	Cellular senescence	3/156	0.0014655937814779	0.0082098140544028	0	0	14.945701357466064	97.52809659572428	PIK3CA;CDKN2A;TP53	KEGG_2021_Human
KEGG_2021_Human	Cushing syndrome	3/155	0.0014388064354274	0.0082098140544028	0	0	15.044787449392713	98.45220704376892	CAMK2D;CDKN2A;EGFR	KEGG_2021_Human
KEGG_2021_Human	Hepatitis C	3/157	0.0014926934644368	0.0082098140544028	0	0	14.847902097902098	96.61786907367696	PIK3CA;TP53;EGFR	KEGG_2021_Human
Reactome_2022	GAB1 Signalosome R-HSA-180292	2/17	0.00027238264049152136	0.0102189993903355	0	0	98.54814814814814	808.9130318769513	PIK3CA;EGFR	Reactome_2022
Reactome_2022	PIP3 Activates AKT Signaling R-HSA-1257604	4/268	0.0005750947630173673	0.0102189993903355	0	0	11.943636363636363	89.11118098326875	PIK3CA;AGO1;TP53;EGFR	Reactome_2022
Reactome_2022	Signaling By ERBB2 KD Mutants R-HSA-9664565	2/24	0.0005493106201692561	0.0102189993903355	0	0	67.16835016835017	504.2224932837275	PIK3CA;EGFR	Reactome_2022
Reactome_2022	Signaling By EGFR In Cancer R-HSA-1643713	2/24	0.0005493106201692561	0.0102189993903355	0	0	67.16835016835017	504.2224932837275	PIK3CA;EGFR	Reactome_2022
Reactome_2022	Defective Intrinsic Pathway For Apoptosis R-HSA-9734009	2/24	0.0005493106201692561	0.0102189993903355	0	0	67.16835016835017	504.2224932837275	CDKN2A;TP53	Reactome_2022
Reactome_2022	Long-term Potentiation R-HSA-9620244	2/23	0.0005039873444597456	0.0102189993903355	0	0	70.37037037037037	534.3193652138322	CAMK2D;GRIN2A	Reactome_2022
