Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes	gene_set_db
Reactome_2022	Protein-protein Interactions At Synapses R-HSA-6794362	13/88	2.771993276351459e-07	0.00026527975654683467	0	0	6.9137577002053385	104.38757110228391	MPP2;NLGN4X;NRXN1;GRIN2B;GRIN2D;PTPRD;GRM5;EPB41L1;LRRTM1;SLITRK4;IL1RAPL1;SLITRK3;PPFIA2	Reactome_2022
Reactome_2022	Neurexins And Neuroligins R-HSA-6794361	8/57	8.127858137187676e-05	0.0190672216414475	0	0	6.45462087273934	60.7872184404522	MPP2;GRM5;NLGN4X;EPB41L1;LRRTM1;NRXN1;GRIN2B;GRIN2D	Reactome_2022
Reactome_2022	Ras Activation Upon Ca2+ Influx Thru NMDA Receptor R-HSA-442982	5/19	8.325674659289569e-05	0.0190672216414475	0	0	14.059163059163058	132.06589250291515	MPP2;ACTN2;RASGRF1;GRIN2B;GRIN2D	Reactome_2022
Reactome_2022	Receptor-type Tyrosine-Protein Phosphatases R-HSA-388844	5/20	0.00010873760095768424	0.0190672216414475	0	0	13.12121212121212	119.7516990744694	PTPRD;SLITRK4;IL1RAPL1;SLITRK3;PPFIA2	Reactome_2022
Reactome_2022	Transport Of Organic Anions R-HSA-879518	4/11	0.00011075885677255865	0.0190672216414475	0	0	22.4573732718894	204.545240726504	SLCO1C1;SLCO1A2;SLCO1B3;NLRP3	Reactome_2022
Reactome_2022	Neuronal System R-HSA-112316	23/386	0.0001195437093507681	0.0190672216414475	0	0	2.542006687804286	22.958968411574887	PRKCG;GABRA1;MPP2;GABRB1;NLGN4X;ACTN2;NRXN1;RASGRF1;GRIK4;CACNA1A;ADCY2;SLC6A1;GRIN2B;GRIN2D;PTPRD;GRM5;EPB41L1;ERBB4;SLITRK4;LRRTM1;IL1RAPL1;SLITRK3;PPFIA2	Reactome_2022
Reactome_2022	Long-term Potentiation R-HSA-9620244	5/23	0.00022182233804738795	0.0303262825016214	0	0	10.932659932659933	91.98339686605225	MPP2;ACTN2;ERBB4;GRIN2B;GRIN2D	Reactome_2022
Reactome_2022	Sensory Perception R-HSA-9709957	30/616	0.0004231557829661116	0.0493319786666355	0	0	2.0601989688475784	16.003152085152717	OR8K5;OR7G2;OR6K6;OR1C1;OR2G2;PCDH15;OR4Q3;OR2T33;OR5M11;PCLO;EPB41L1;SCN9A;OR8B4;CDH23;CHRNA10;OR5AP2;PDE6A;APOB;OR5D16;OR6F1;RDX;OR6N1;OR2T4;OR10X1;OR2T1;OR2V2;OR52R1;OR2L13;OR2B11;SCN2A	Reactome_2022
Reactome_2022	CREB1 Phosphorylation Thru NMDA Receptor-Mediated Activation Of RAS Signaling R-HSA-442742	5/27	0.0004900884221165821	0.0493319786666355	0	0	8.943067033976124	68.15444071984723	MPP2;ACTN2;RASGRF1;GRIN2B;GRIN2D	Reactome_2022
Reactome_2022	Diseases Of Metabolism R-HSA-5668914	16/247	0.0005154856704977589	0.0493319786666355	0	0	2.7575399806804763	20.87568357117782	CUBN;AHCY;MUC16;LUM;MMAB;NCAN;CYP7B1;THSD1;MUC5AC;ADAMTSL1;ADAMTS3;CYP21A2;FDXR;CYP1B1;CSPG4;ADAMTS9	Reactome_2022
