Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes	gene_set_db
KEGG_2021_Human	Glutamatergic synapse	19/114	1.7955399863248002e-08	4.973645762119697e-06	0	0	5.580813953488372	99.53590932647182	GRIA2;SLC38A1;PLA2G4E;GRIK5;CACNA1A;GRIK1;SLC1A6;ADCY8;GNG11;ADCY7;GRM1;ADCY6;GLS;GRIN2D;ADCY5;GRM5;GNGT2;GRM8;SHANK2	KEGG_2021_Human
Reactome_2022	Neuronal System R-HSA-112316	36/386	1.2810873031924126e-07	0.00014706882240648895	0	0	2.9037598467106664	46.08379100657007	GRIA2;GABRB1;GRIK5;KCNA3;KCNA4;CACNA1A;GRIK1;ADCY8;SLC1A6;ADCY7;PPM1E;ADCY6;GRM1;SLC6A4;ADCY5;GRM5;GNGT2;RPS6KA2;SLITRK6;KCNJ2;HSPA8;KCNH4;SLC38A1;KCNH7;KCNB2;GABRA3;ABCC9;AP2B1;GNG11;GRIN2D;PTPRD;LRFN2;CAMK4;ARHGEF7;KCNK2;SHANK2	Reactome_2022
KEGG_2021_Human	Calcium signaling pathway	22/240	4.604310955661676e-05	0.0049684407088231	0	0	2.81021897810219	28.06265684587657	RYR1;EGF;HGF;FLT4;CACNA1A;ATP2B1;ADCY8;PHKA2;ADCY7;RYR3;EGFR;MYLK3;GRM1;TRHR;GRIN2D;TPCN1;GRM5;HTR7;CAMK4;GNA11;VDAC3;PLCE1	KEGG_2021_Human
KEGG_2021_Human	GABAergic synapse	12/89	6.81065808586671e-05	0.0049684407088231	0	0	4.308922731944315	41.341686458254365	GABRB1;SLC38A1;GNGT2;GABRA3;CACNA1A;ADCY8;GABRE;ADCY7;GNG11;ADCY6;GLS;ADCY5	KEGG_2021_Human
KEGG_2021_Human	Phospholipase D signaling pathway	16/148	7.174643622849255e-05	0.0049684407088231	0	0	3.3611366925404558	32.073217919622884	PLA2G4E;EGF;DGKA;TSC2;PIK3CD;ADCY8;ADCY7;GRM1;ADCY6;EGFR;ADCY5;GRM5;LPAR5;GRM8;SOS1;DGKH	KEGG_2021_Human
Reactome_2022	Transmission Across Chemical Synapses R-HSA-112315	23/246	2.2784253156659783e-05	0.0130781613119227	0	0	2.8755277581097736	30.73778406008604	GRIA2;HSPA8;GABRB1;SLC38A1;GRIK5;GABRA3;CACNA1A;GRIK1;AP2B1;ADCY8;SLC1A6;GNG11;ADCY7;PPM1E;ADCY6;GRIN2D;SLC6A4;ADCY5;GNGT2;RPS6KA2;CAMK4;ARHGEF7;KCNJ2	Reactome_2022
KEGG_2021_Human	Gap junction	11/88	0.00026848891459261133	0.0148742858684306	0	0	3.9441707717569785	32.43173667813684	GRM5;TUBB2A;EGF;GNA11;SOS1;ADCY8;ADCY7;GRM1;ADCY6;EGFR;ADCY5	KEGG_2021_Human
KEGG_2021_Human	Morphine addiction	11/91	0.0003608271505054612	0.0166581867816687	0	0	3.795671695402299	30.088712829443345	GABRB1;GNGT2;GABRA3;CACNA1A;PDE7B;ADCY8;GABRE;ADCY7;GNG11;ADCY6;ADCY5	KEGG_2021_Human
Reactome_2022	L1CAM Interactions R-HSA-373760	13/99	4.545739379320486e-05	0.0173950293581997	0	0	4.183550030158837	41.8302084072182	HSPA8;CLTC;ITGA1;AP2B1;ANK1;EGFR;SPTA1;SCN10A;KIF4B;RPS6KA2;SCN7A;SH3GL2;SPTBN1	Reactome_2022
Reactome_2022	Neurotransmitter Receptors And Postsynaptic Signal Transmission R-HSA-112314	18/182	8.4060504834375e-05	0.0241253648874656	0	0	3.0472052108039223	28.59489362604759	GRIA2;GABRB1;GRIK5;GABRA3;GRIK1;AP2B1;ADCY8;GNG11;ADCY7;PPM1E;ADCY6;GRIN2D;ADCY5;GNGT2;RPS6KA2;CAMK4;ARHGEF7;KCNJ2	Reactome_2022
