Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes	gene_set_db
Reactome_2022	Interaction Between L1 And Ankyrins R-HSA-445095	10/29	3.418713828276846e-08	3.712723217508655e-05	0	0	14.404156698564591	247.62785479150145	SPTA1;SCN8A;KCNQ2;NRCAM;ANK2;SCN4A;SCN2A;SPTBN1;SCN1A;SPTBN2	Reactome_2022
Reactome_2022	Extracellular Matrix Organization R-HSA-1474244	29/291	6.73451987294774e-07	0.0003656844291010623	0	0	3.074029085641054	43.68456356339221	LAMA2;COL11A1;NRXN1;ITGA2B;PLOD2;PSEN1;ADAMTS5;TNR;DMD;ITGB7;TNNI3;ITGB6;COL27A1;VCAM1;DST;COL25A1;DCN;COL3A1;VCAN;COL2A1;COL5A1;COL4A1;CAPN10;COL4A3;COL5A2;COL6A3;AGRN;MATN4;FBN1	Reactome_2022
KEGG_2021_Human	ECM-receptor interaction	14/88	2.6825747941404425e-06	0.0007108823204472173	0	0	5.192432432432432	66.61233179158742	LAMA2;ITGA2B;LAMB4;GP5;COL2A1;RELN;COL4A1;COL4A3;SPP1;TNR;COL6A3;ITGB7;ITGB6;AGRN	KEGG_2021_Human
Reactome_2022	Collagen Chain Trimerization R-HSA-8948216	10/44	2.6078976260684984e-06	0.0009440589406367964	0	0	8.043114973262032	103.41005710041208	COL3A1;COL27A1;COL2A1;COL5A1;COL25A1;COL4A1;COL11A1;COL4A3;COL5A2;COL6A3	Reactome_2022
KEGG_2021_Human	Protein digestion and absorption	14/103	1.752694227186258e-05	0.0023223198510217	0	0	4.313932584269663	47.24520307752997	CPA3;SLC15A1;CPB2;COL27A1;COL25A1;COL11A1;SLC8A1;COL3A1;COL2A1;COL5A1;COL4A1;COL4A3;COL5A2;COL6A3	KEGG_2021_Human
KEGG_2021_Human	Dilated cardiomyopathy	13/96	3.617950161403481e-05	0.0031958559759064	0	0	4.290583160029562	43.87987057856494	LAMA2;ITGA2B;ADCY2;ADCY1;SLC8A1;TTN;CACNB4;ITGB7;DMD;TNNI3;ITGB6;CACNG4;MYH7	KEGG_2021_Human
KEGG_2021_Human	Hypertrophic cardiomyopathy	12/90	8.356039209651436e-05	0.005535875976394	0	0	4.209511286434363	39.5270623191231	CACNB4;PRKAA2;LAMA2;ITGA2B;ITGB7;DMD;TNNI3;ITGB6;SLC8A1;CACNG4;MYH7;TTN	KEGG_2021_Human
Reactome_2022	Collagen Biosynthesis And Modifying Enzymes R-HSA-1650814	11/67	2.309252996129653e-05	0.006269621884492	0	0	5.373145702093071	57.36371088230793	COL3A1;COL27A1;COL2A1;COL5A1;COL25A1;COL4A1;COL11A1;COL4A3;COL5A2;COL6A3;PLOD2	Reactome_2022
Reactome_2022	Assembly Of Collagen Fibrils And Other Multimeric Structures R-HSA-2022090	10/57	2.98645760031523e-05	0.0064865859078846	0	0	5.814494680851064	60.58027539299904	COL3A1;COL27A1;COL2A1;DST;COL5A1;COL4A1;COL11A1;COL4A3;COL5A2;COL6A3	Reactome_2022
Reactome_2022	Neuronal System R-HSA-112316	30/386	6.038351810669511e-05	0.0109294167773118	0	0	2.332199881726789	22.656842279058186	KCNG1;GABRB2;PRKAA2;KCNK9;NRXN1;KCNA4;ADCY2;ADCY1;PPM1E;KIF17;CACNA1E;PTPRF;CHRND;GLRA1;LRRTM3;EPB41L2;DLGAP1;CACNG4;SLC18A3;GRIA4;KCNJ3;UNC13B;GABRA2;KCNH7;KCNB2;GABRA3;CACNB4;KCNQ2;MDM2;HCN1	Reactome_2022
Reactome_2022	Collagen Formation R-HSA-1474290	12/90	8.356039209651436e-05	0.0129637979738306	0	0	4.209511286434363	39.5270623191231	COL3A1;COL27A1;COL2A1;DST;COL5A1;COL25A1;COL4A1;COL11A1;COL4A3;COL5A2;COL6A3;PLOD2	Reactome_2022
Reactome_2022	Sensory Perception R-HSA-9709957	41/616	0.0001041155302840308	0.0141336832360571	0	0	1.982430389560049	18.17890532151295	OR11L1;OR2G6;OR51D1;LRP2;HSD17B6;CABP1;OR2T34;OR2T35;OR2T10;OR52N2;OR5D18;PCLO;OR6Y1;CDH23;XIRP2;OR5AP2;BCO2;APOB;OR5D14;SPTBN1;OR2D2;TAS2R30;OR4N5;OR6N2;OR10S1;OR4L1;OR6N1;OR4N2;APOA4;OR10Q1;ATP2B1;OR5T1;MYO3B;MYO15A;OR4K13;OR4A5;OR51A2;AGRN;SCN2A;OR10G9;OR4C13	Reactome_2022
Reactome_2022	ECM Proteoglycans R-HSA-3000178	9/55	0.00013073264345974197	0.0157750723108088	0	0	5.33950046253469	47.74771511857232	VCAN;LAMA2;ITGA2B;TNR;TNNI3;ITGB6;AGRN;MATN4;DCN	Reactome_2022
Reactome_2022	NCAM Signaling For Neurite Out-Growth R-HSA-375165	9/57	0.00017359091858040398	0.0188519737578318	0	0	5.116489361702127	44.30270448875475	SPTA1;PRNP;CACNB4;COL4A1;COL4A3;COL6A3;AGRN;SPTBN1;SPTBN2	Reactome_2022
KEGG_2021_Human	PI3K-Akt signaling pathway	26/354	0.000440665785531651	0.0233552866331775	0	0	2.184256239364719	16.87823685441176	CHRM2;PHLPP1;PRKAA2;LAMA2;ITGA2B;PIK3CG;GHR;STK11;RELN;SPP1;TNR;ITGB7;ITGB6;PCK1;ANGPT4;MAGI2;LAMB4;COL2A1;COL4A1;CDK4;COL4A3;MDM2;COL6A3;SGK3;FGFR4;TP53	KEGG_2021_Human
