Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes	gene_set_db
Reactome_2022	Sensory Perception R-HSA-9709957	28/616	2.556424847775843e-06	0.0019991242309607	0	0	2.9108669108669107	37.48294450966738	OR8K5;OR10J1;OR1C1;OR4M1;OR4K17;ADCY8;OR8U1;GRM1;GPC2;XIRP2;TAS2R1;OR12D3;OR5D16;GPC6;SCN3A;OR2D3;OR51G2;OR52E4;OR2F2;OR2F1;OR5T3;ANO2;OR2T3;OR9A2;OR51A4;SCN2A;OR3A3;SLC26A5	Reactome_2022
Reactome_2022	Laminin Interactions R-HSA-3000157	5/22	2.8617127734368835e-05	0.0074595312960921	0	0	17.245829675153644	180.41733592055527	LAMA2;LAMA1;ITGA2;LAMA4;ITGA1	Reactome_2022
Reactome_2022	Olfactory Signaling Pathway R-HSA-381753	20/401	1.938745943619428e-05	0.0074595312960921	0	0	3.1625656167979	34.31663303524074	OR8K5;OR10J1;OR2D3;OR51G2;OR1C1;OR52E4;OR2F2;OR2F1;OR4M1;OR4K17;ADCY8;OR8U1;OR5T3;ANO2;OR2T3;OR9A2;OR51A4;OR12D3;OR5D16;OR3A3	Reactome_2022
KEGG_2021_Human	Dilated cardiomyopathy	9/96	3.774444834367647e-05	0.0091341564991697	0	0	6.117199708302948	62.30167354690843	RYR2;LAMA2;LAMA1;CACNA2D1;ITGA2;ITGA1;ADCY8;MYH7;TTN	KEGG_2021_Human
KEGG_2021_Human	Hypertrophic cardiomyopathy	8/90	0.0001483563603123235	0.0100645982677728	0	0	5.753158977372906	50.71923590368699	RYR2;LAMA2;LAMA1;CACNA2D1;ITGA2;ITGA1;MYH7;TTN	KEGG_2021_Human
KEGG_2021_Human	Small cell lung cancer	8/92	0.00017299645874555494	0.0100645982677728	0	0	5.615605278255881	48.64371748346387	LAMA2;LAMA1;ITGA2;LAMA4;FN1;COL4A5;TP53;NFKB1	KEGG_2021_Human
KEGG_2021_Human	Salivary secretion	8/93	0.0001865231148577984	0.0100645982677728	0	0	5.54925584691708	47.65121238466398	CST2;TRPV6;PRKCB;MUC7;CD38;ITPR2;LYZL1;ADCY8	KEGG_2021_Human
KEGG_2021_Human	Olfactory transduction	19/440	0.0002079462452019176	0.0100645982677728	0	0	2.704886007947255	22.932648263911748	OR8K5;OR10J1;OR2D3;OR51G2;OR1C1;OR52E4;OR2F2;OR2F1;OR4M1;OR4K17;OR8U1;OR5T3;ANO2;OR2T3;OR9A2;OR51A4;OR12D3;OR5D16;OR3A3	KEGG_2021_Human
KEGG_2021_Human	Calcium signaling pathway	13/240	0.0002512873344809623	0.0101352558240654	0	0	3.403373344649665	28.210267311971755	RET;RYR1;RYR2;PRKCB;CHRNA7;HTR2B;ITPR2;ADCY8;FGF1;GRM1;CCKBR;ERBB3;CD38	KEGG_2021_Human
KEGG_2021_Human	ECM-receptor interaction	7/88	0.0007535920880695422	0.0227961606641036	0	0	5.081118155192229	36.53658968777461	LAMA2;LAMA1;ITGA2;LAMA4;ITGA1;FN1;COL4A5	KEGG_2021_Human
KEGG_2021_Human	Gap junction	7/88	0.0007535920880695422	0.0227961606641036	0	0	5.081118155192229	36.53658968777461	TUBB8;TJP1;PRKCB;HTR2B;ITPR2;ADCY8;GRM1	KEGG_2021_Human
Reactome_2022	MET Activates PTK2 Signaling R-HSA-8874081	4/17	0.00016392002632570883	0.0256370921173408	0	0	17.99175824175824	156.8185378299194	LAMA2;LAMA1;ITGA2;LAMA4	Reactome_2022
Reactome_2022	Expression And Translocation Of Olfactory Receptors R-HSA-9752946	18/393	0.0001482327768278831	0.0256370921173408	0	0	2.8747826086956523	25.346172592487516	OR8K5;OR10J1;OR2D3;OR51G2;OR1C1;OR52E4;OR2F2;OR2F1;OR4M1;OR4K17;OR8U1;OR5T3;OR2T3;OR9A2;OR51A4;OR12D3;OR5D16;OR3A3	Reactome_2022
KEGG_2021_Human	Axon guidance	10/182	0.0011462557190682	0.0308215426682806	0	0	3.433403805496829	23.248451122905696	NTNG1;NTNG2;RGS3;SLIT1;UNC5D;SEMA4G;LRRC4C;EPHB1;PRKCZ;SSH3	KEGG_2021_Human
KEGG_2021_Human	Pancreatic secretion	7/102	0.0017920419897156	0.039424923773745	0	0	4.329223960802908	27.37974199570727	RYR2;PRSS1;CPA1;PRKCB;ITPR2;CD38;ADCY8	KEGG_2021_Human
KEGG_2021_Human	Amoebiasis	7/102	0.0017920419897156	0.039424923773745	0	0	4.329223960802908	27.37974199570727	LAMA2;PRKCB;LAMA1;LAMA4;FN1;COL4A5;NFKB1	KEGG_2021_Human
KEGG_2021_Human	Arrhythmogenic right ventricular cardiomyopathy	6/77	0.0019877144861246	0.0400855754701808	0	0	4.956312726659357	30.832080527928102	RYR2;LAMA2;LAMA1;CACNA2D1;ITGA2;ITGA1	KEGG_2021_Human
Reactome_2022	CHL1 Interactions R-HSA-447041	3/9	0.00037910484895495295	0.0494099986471288	0	0	29.160237388724035	229.71553631563276	CHL1;ITGA2;ITGA1	Reactome_2022
